Freq.	Vvf
4.23424000000000e+06	1.97764200134214e+01	2.48098947394069e+01
4.24425000000000e+06	1.97378345493485e+01	2.48002493357139e+01
4.25426000000000e+06	1.96993442675458e+01	2.47907255093538e+01
4.26427000000000e+06	1.96609487369695e+01	2.47813222315271e+01
4.27428000000000e+06	1.96226475293823e+01	2.47720384828668e+01
4.28429000000000e+06	1.95844402193438e+01	2.47628732539022e+01
4.29430000000000e+06	1.95463263841718e+01	2.47538255445189e+01
4.30431000000000e+06	1.95083056039206e+01	2.47448943639847e+01
4.31432000000000e+06	1.94703774613664e+01	2.47360787309049e+01
4.32433000000000e+06	1.94325415419786e+01	2.47273776730581e+01
4.33434000000000e+06	1.93947974338873e+01	2.47187902272383e+01
4.34435000000000e+06	1.93571447278828e+01	2.47103154393552e+01
4.35436000000000e+06	1.93195830173714e+01	2.47019523640431e+01
4.36437000000000e+06	1.92821118983628e+01	2.46937000647984e+01
4.37438000000000e+06	1.92447309694511e+01	2.46855576138135e+01
4.38439000000000e+06	1.92074398317894e+01	2.46775240918807e+01
4.39440000000000e+06	1.91702380890621e+01	2.46695985881996e+01
4.40441000000000e+06	1.91331253474780e+01	2.46617802004585e+01
4.41442000000000e+06	1.90961012157324e+01	2.46540680346356e+01
4.42443000000000e+06	1.90591653049996e+01	2.46464612048819e+01
4.43444000000000e+06	1.90223172289064e+01	2.46389588335312e+01
4.44445000000000e+06	1.89855566035156e+01	2.46315600509682e+01
4.45446000000000e+06	1.89488830472951e+01	2.46242639954586e+01
4.46447000000000e+06	1.89122961811163e+01	2.46170698132571e+01
4.47448000000000e+06	1.88757956282131e+01	2.46099766583052e+01
4.48449000000000e+06	1.88393810141763e+01	2.46029836922066e+01
4.49450000000000e+06	1.88030519669333e+01	2.45960900842846e+01
4.50451000000000e+06	1.87668081167229e+01	2.45892950113795e+01
4.51452000000000e+06	1.87306490960833e+01	2.45825976577152e+01
4.52453000000000e+06	1.86945745398262e+01	2.45759972149817e+01
4.53454000000000e+06	1.86585840850204e+01	2.45694928820895e+01
4.54455000000000e+06	1.86226773709794e+01	2.45630838651837e+01
4.55456000000000e+06	1.85868540392339e+01	2.45567693776072e+01
4.56457000000000e+06	1.85511137335198e+01	2.45505486396872e+01
4.57458000000000e+06	1.85154560997575e+01	2.45444208787959e+01
4.58459000000000e+06	1.84798807860403e+01	2.45383853292482e+01
4.59460000000000e+06	1.84443874426035e+01	2.45324412321358e+01
4.60461000000000e+06	1.84089757218219e+01	2.45265878353464e+01
4.61462000000000e+06	1.83736452781835e+01	2.45208243935055e+01
4.62463000000000e+06	1.83383957682750e+01	2.45151501678014e+01
4.63464000000000e+06	1.83032268507665e+01	2.45095644260537e+01
4.64465000000000e+06	1.82681381863924e+01	2.45040664425523e+01
4.65466000000000e+06	1.82331294379357e+01	2.44986554980029e+01
4.66467000000000e+06	1.81982002702136e+01	2.44933308794830e+01
4.67468000000000e+06	1.81633503500582e+01	2.44880918803656e+01
4.68469000000000e+06	1.81285793463042e+01	2.44829378003026e+01
4.69470000000000e+06	1.80938869297639e+01	2.44778679449550e+01
4.70471000000000e+06	1.80592727732292e+01	2.44728816262770e+01
4.71472000000000e+06	1.80247365514358e+01	2.44679781621511e+01
4.72473000000000e+06	1.79902779410623e+01	2.44631568764688e+01
4.73474000000000e+06	1.79558966207082e+01	2.44584170990245e+01
4.74475000000000e+06	1.79215922708815e+01	2.44537581654863e+01
4.75476000000000e+06	1.78873645739814e+01	2.44491794172752e+01
4.76477000000000e+06	1.78532132142855e+01	2.44446802016553e+01
4.77478000000000e+06	1.78191378779378e+01	2.44402598714616e+01
4.78479000000000e+06	1.77851382529225e+01	2.44359177851449e+01
4.79480000000000e+06	1.77512140290702e+01	2.44316533068688e+01
4.80481000000000e+06	1.77173648980197e+01	2.44274658061130e+01
4.81482000000000e+06	1.76835905532235e+01	2.44233546579830e+01
4.82483000000000e+06	1.76498906899212e+01	2.44193192428031e+01
4.83484000000000e+06	1.76162650051362e+01	2.44153589464491e+01
4.84485000000000e+06	1.75827131976531e+01	2.44114731599105e+01
4.85486000000000e+06	1.75492349680035e+01	2.44076612795044e+01
4.86487000000000e+06	1.75158300184668e+01	2.44039227067217e+01
4.87488000000000e+06	1.74824980530342e+01	2.44002568481517e+01
4.88489000000000e+06	1.74492387774203e+01	2.43966631155992e+01
4.89490000000000e+06	1.74160518990283e+01	2.43931409257145e+01
4.90491000000000e+06	1.73829371269501e+01	2.43896897002562e+01
4.91492000000000e+06	1.73498941719501e+01	2.43863088658553e+01
4.92493000000000e+06	1.73169227464541e+01	2.43829978540914e+01
4.93494000000000e+06	1.72840225645319e+01	2.43797561013598e+01
4.94495000000000e+06	1.72511933418866e+01	2.43765830487786e+01
4.95496000000000e+06	1.72184347958501e+01	2.43734781423187e+01
4.96497000000000e+06	1.71857466453589e+01	2.43704408326042e+01
4.97498000000000e+06	1.71531286109473e+01	2.43674705748460e+01
4.98499000000000e+06	1.71205804147397e+01	2.43645668289336e+01
4.99500000000000e+06	1.70881017804330e+01	2.43617290593821e+01
5.00501000000000e+06	1.70556924332836e+01	2.43589567350416e+01
5.01502000000000e+06	1.70233521001040e+01	2.43562493294089e+01
5.02503000000000e+06	1.69910805092424e+01	2.43536063203189e+01
5.03504000000000e+06	1.69588773905741e+01	2.43510271900241e+01
5.04505000000000e+06	1.69267424754966e+01	2.43485114251225e+01
5.05506000000000e+06	1.68946754969056e+01	2.43460585165042e+01
5.06507000000000e+06	1.68626761891974e+01	2.43436679593639e+01
5.07508000000000e+06	1.68307442882448e+01	2.43413392530061e+01
5.08509000000000e+06	1.67988795313990e+01	2.43390719010681e+01
5.09510000000000e+06	1.67670816574712e+01	2.43368654112362e+01
5.10511000000000e+06	1.67353504067190e+01	2.43347192952945e+01
5.11512000000000e+06	1.67036855208478e+01	2.43326330691539e+01
5.12513000000000e+06	1.66720867429868e+01	2.43306062526613e+01
5.13514000000000e+06	1.66405538176866e+01	2.43286383697447e+01
5.14515000000000e+06	1.66090864909074e+01	2.43267289482207e+01
5.15516000000000e+06	1.65776845100075e+01	2.43248775198098e+01
5.16517000000000e+06	1.65463476237320e+01	2.43230836201458e+01
5.17518000000000e+06	1.65150755822077e+01	2.43213467886809e+01
5.18519000000000e+06	1.64838681369299e+01	2.43196665687126e+01
5.19520000000000e+06	1.64527250407516e+01	2.43180425072306e+01
5.20521000000000e+06	1.64216460478702e+01	2.43164741549557e+01
5.21522000000000e+06	1.63906309138332e+01	2.43149610664279e+01
5.22523000000000e+06	1.63596793955057e+01	2.43135027996795e+01
5.23524000000000e+06	1.63287912510849e+01	2.43120989165147e+01
5.24525000000000e+06	1.62979662400690e+01	2.43107489822319e+01
5.25526000000000e+06	1.62672041232640e+01	2.43094525657647e+01
5.26527000000000e+06	1.62365046627621e+01	2.43082092395008e+01
5.27528000000000e+06	1.62058676219459e+01	2.43070185793883e+01
5.28529000000000e+06	1.61752927654651e+01	2.43058801648098e+01
5.29530000000000e+06	1.61447798592403e+01	2.43047935785773e+01
5.30531000000000e+06	1.61143286704433e+01	2.43037584069292e+01
5.31532000000000e+06	1.60839389674970e+01	2.43027742394405e+01
5.32533000000000e+06	1.60536105200594e+01	2.43018406690071e+01
5.33534000000000e+06	1.60233430990193e+01	2.43009572918975e+01
5.34535000000000e+06	1.59931364764873e+01	2.43001237076137e+01
5.35536000000000e+06	1.59629904257863e+01	2.42993395188992e+01
5.36537000000000e+06	1.59329047214439e+01	2.42986043317393e+01
5.37538000000000e+06	1.59028791391818e+01	2.42979177552703e+01
5.38539000000000e+06	1.58729134559093e+01	2.42972794018364e+01
5.39540000000000e+06	1.58430074497154e+01	2.42966888868906e+01
5.40541000000000e+06	1.58131608998591e+01	2.42961458289372e+01
5.41542000000000e+06	1.57833735867672e+01	2.42956498496765e+01
5.42543000000000e+06	1.57536452920137e+01	2.42952005737402e+01
5.43544000000000e+06	1.57239757983242e+01	2.42947976288416e+01
5.44545000000000e+06	1.56943648895623e+01	2.42944406456619e+01
5.45546000000000e+06	1.56648123507208e+01	2.42941292578361e+01
5.46547000000000e+06	1.56353179679194e+01	2.42938631019675e+01
5.47548000000000e+06	1.56058815283917e+01	2.42936418175629e+01
5.48549000000000e+06	1.55765028204784e+01	2.42934650470141e+01
5.49550000000000e+06	1.55471816336218e+01	2.42933324355397e+01
5.50551000000000e+06	1.55179177583569e+01	2.42932436312554e+01
5.51552000000000e+06	1.54887109863059e+01	2.42931982850673e+01
5.52553000000000e+06	1.54595611101661e+01	2.42931960506264e+01
5.53554000000000e+06	1.54304679237072e+01	2.42932365843954e+01
5.54555000000000e+06	1.54014312217640e+01	2.42933195455359e+01
5.55556000000000e+06	1.53724508002238e+01	2.42934445959224e+01
5.56557000000000e+06	1.53435264560272e+01	2.42936114001591e+01
5.57558000000000e+06	1.53146579871568e+01	2.42938196254928e+01
5.58559000000000e+06	1.52858451926293e+01	2.42940689417786e+01
5.59560000000000e+06	1.52570878724857e+01	2.42943590214860e+01
5.60561000000000e+06	1.52283858277998e+01	2.42946895398000e+01
5.61562000000000e+06	1.51997388606459e+01	2.42950601743223e+01
5.62563000000000e+06	1.51711467741176e+01	2.42954706052538e+01
5.63564000000000e+06	1.51426093723040e+01	2.42959205153831e+01
5.64565000000000e+06	1.51141264602898e+01	2.42964095899552e+01
5.65566000000000e+06	1.50856978441456e+01	2.42969375166467e+01
5.66567000000000e+06	1.50573233309302e+01	2.42975039856867e+01
5.67568000000000e+06	1.50290027286676e+01	2.42981086897179e+01
5.68569000000000e+06	1.50007358463579e+01	2.42987513237791e+01
5.69570000000000e+06	1.49725224939596e+01	2.42994315853073e+01
5.70571000000000e+06	1.49443624823879e+01	2.43001491741653e+01
5.71572000000000e+06	1.49162556235070e+01	2.43009037924853e+01
5.72573000000000e+06	1.48882017301270e+01	2.43016951448587e+01
5.73574000000000e+06	1.48602006159905e+01	2.43025229380723e+01
5.74575000000000e+06	1.48322520957732e+01	2.43033868812739e+01
5.75576000000000e+06	1.48043559850774e+01	2.43042866858774e+01
5.76577000000000e+06	1.47765121004212e+01	2.43052220655618e+01
5.77578000000000e+06	1.47487202592371e+01	2.43061927362063e+01
5.78579000000000e+06	1.47209802798645e+01	2.43071984159515e+01
5.79580000000000e+06	1.46932919815454e+01	2.43082388251558e+01
5.80581000000000e+06	1.46656551844131e+01	2.43093136862794e+01
5.81582000000000e+06	1.46380697094932e+01	2.43104227240500e+01
5.82583000000000e+06	1.46105353786952e+01	2.43115656652246e+01
5.83584000000000e+06	1.45830520148055e+01	2.43127422387736e+01
5.84585000000000e+06	1.45556194414820e+01	2.43139521757254e+01
5.85586000000000e+06	1.45282374832535e+01	2.43151952092750e+01
5.86587000000000e+06	1.45009059655037e+01	2.43164710745804e+01
5.87588000000000e+06	1.44736247144797e+01	2.43177795089417e+01
5.88589000000000e+06	1.44463935572707e+01	2.43191202516512e+01
5.89590000000000e+06	1.44192123218161e+01	2.43204930440571e+01
5.90591000000000e+06	1.43920808368954e+01	2.43218976294464e+01
5.91592000000000e+06	1.43649989321175e+01	2.43233337531885e+01
5.92593000000000e+06	1.43379664379236e+01	2.43248011625392e+01
5.93594000000000e+06	1.43109831855778e+01	2.43262996067292e+01
5.94595000000000e+06	1.42840490071651e+01	2.43278288369773e+01
5.95596000000000e+06	1.42571637355765e+01	2.43293886063628e+01
5.96597000000000e+06	1.42303272045203e+01	2.43309786698961e+01
5.97598000000000e+06	1.42035392485009e+01	2.43325987844645e+01
5.98599000000000e+06	1.41767997028246e+01	2.43342487088577e+01
5.99600000000000e+06	1.41501084035898e+01	2.43359282036886e+01
6.00601000000000e+06	1.41234651876786e+01	2.43376370313989e+01
6.01602000000000e+06	1.40968698927648e+01	2.43393749563484e+01
6.02603000000000e+06	1.40703223572939e+01	2.43411417446082e+01
6.03604000000000e+06	1.40438224204844e+01	2.43429371640498e+01
6.04605000000000e+06	1.40173699223290e+01	2.43447609844269e+01
6.05606000000000e+06	1.39909647035774e+01	2.43466129771490e+01
6.06607000000000e+06	1.39646066057451e+01	2.43484929154633e+01
6.07608000000000e+06	1.39382954710944e+01	2.43504005742900e+01
6.08609000000000e+06	1.39120311426449e+01	2.43523357303247e+01
6.09610000000000e+06	1.38858134641556e+01	2.43542981619277e+01
6.10611000000000e+06	1.38596422801300e+01	2.43562876491825e+01
6.11612000000000e+06	1.38335174358034e+01	2.43583039738455e+01
6.12613000000000e+06	1.38074387771448e+01	2.43603469193629e+01
6.13614000000000e+06	1.37814061508516e+01	2.43624162707939e+01
6.14615000000000e+06	1.37554194043431e+01	2.43645118149102e+01
6.15616000000000e+06	1.37294783857530e+01	2.43666333400139e+01
6.16617000000000e+06	1.37035829439327e+01	2.43687806360969e+01
6.17618000000000e+06	1.36777329284422e+01	2.43709534947317e+01
6.18619000000000e+06	1.36519281895431e+01	2.43731517090533e+01
6.19620000000000e+06	1.36261685782050e+01	2.43753750738329e+01
6.20621000000000e+06	1.36004539460866e+01	2.43776233853398e+01
6.21622000000000e+06	1.35747841455424e+01	2.43798964414453e+01
6.22623000000000e+06	1.35491590296143e+01	2.43821940414980e+01
6.23624000000000e+06	1.35235784520275e+01	2.43845159864326e+01
6.24625000000000e+06	1.34980422671903e+01	2.43868620786904e+01
6.25626000000000e+06	1.34725503301814e+01	2.43892321221281e+01
6.26627000000000e+06	1.34471024967559e+01	2.43916259222371e+01
6.27628000000000e+06	1.34216986233338e+01	2.43940432858567e+01
6.28629000000000e+06	1.33963385669990e+01	2.43964840213759e+01
6.29630000000000e+06	1.33710221854960e+01	2.43989479385620e+01
6.30631000000000e+06	1.33457493372260e+01	2.44014348486762e+01
6.31632000000000e+06	1.33205198812380e+01	2.44039445644221e+01
6.32633000000000e+06	1.32953336772337e+01	2.44064768998671e+01
6.33634000000000e+06	1.32701905855554e+01	2.44090316705576e+01
6.34635000000000e+06	1.32450904671886e+01	2.44116086933193e+01
6.35636000000000e+06	1.32200331837511e+01	2.44142077864835e+01
6.36637000000000e+06	1.31950185974999e+01	2.44168287697200e+01
6.37638000000000e+06	1.31700465713156e+01	2.44194714640197e+01
6.38639000000000e+06	1.31451169687022e+01	2.44221356917636e+01
6.39640000000000e+06	1.31202296537937e+01	2.44248212766845e+01
6.40641000000000e+06	1.30953844913349e+01	2.44275280437923e+01
6.41642000000000e+06	1.30705813466861e+01	2.44302558194696e+01
6.42643000000000e+06	1.30458200858196e+01	2.44330044313812e+01
6.43644000000000e+06	1.30211005753156e+01	2.44357737085420e+01
6.44645000000000e+06	1.29964226823555e+01	2.44385634811400e+01
6.45646000000000e+06	1.29717862747233e+01	2.44413735807659e+01
6.46647000000000e+06	1.29471912207964e+01	2.44442038401988e+01
6.47648000000000e+06	1.29226373895470e+01	2.44470540935481e+01
6.48649000000000e+06	1.28981246505396e+01	2.44499241760976e+01
6.49650000000000e+06	1.28736528739215e+01	2.44528139244002e+01
6.50651000000000e+06	1.28492219304206e+01	2.44557231762474e+01
6.51652000000000e+06	1.28248316913506e+01	2.44586517706400e+01
6.52653000000000e+06	1.28004820285962e+01	2.44615995477796e+01
6.53654000000000e+06	1.27761728146193e+01	2.44645663491311e+01
6.54655000000000e+06	1.27519039224431e+01	2.44675520171840e+01
6.55656000000000e+06	1.27276752256703e+01	2.44705563958790e+01
6.56657000000000e+06	1.27034865984528e+01	2.44735793300500e+01
6.57658000000000e+06	1.26793379155104e+01	2.44766206658728e+01
6.58659000000000e+06	1.26552290521167e+01	2.44796802506133e+01
6.59660000000000e+06	1.26311598841016e+01	2.44827579326965e+01
6.60661000000000e+06	1.26071302878390e+01	2.44858535616705e+01
6.61662000000000e+06	1.25831401402561e+01	2.44889669882321e+01
6.62663000000000e+06	1.25591893188199e+01	2.44920980641579e+01
6.63664000000000e+06	1.25352777015410e+01	2.44952466423982e+01
6.64665000000000e+06	1.25114051669665e+01	2.44984125769386e+01
6.65666000000000e+06	1.24875715941782e+01	2.45015957228884e+01
6.66667000000000e+06	1.24637768627901e+01	2.45047959364705e+01
6.67668000000000e+06	1.24400208529428e+01	2.45080130748992e+01
6.68669000000000e+06	1.24163034453074e+01	2.45112469965554e+01
6.69670000000000e+06	1.23926245210714e+01	2.45144975608384e+01
6.70671000000000e+06	1.23689839619484e+01	2.45177646281417e+01
6.71672000000000e+06	1.23453816501632e+01	2.45210480599932e+01
6.72673000000000e+06	1.23218174684592e+01	2.45243477189195e+01
6.73674000000000e+06	1.22982913000866e+01	2.45276634684453e+01
6.74675000000000e+06	1.22748030288095e+01	2.45309951731694e+01
6.75676000000000e+06	1.22513525388891e+01	2.45343426986449e+01
6.76677000000000e+06	1.22279397150985e+01	2.45377059114729e+01
6.77678000000000e+06	1.22045644427036e+01	2.45410846792414e+01
6.78679000000000e+06	1.21812266074711e+01	2.45444788705043e+01
6.79680000000000e+06	1.21579260956612e+01	2.45478883548241e+01
6.80681000000000e+06	1.21346627940226e+01	2.45513130027017e+01
6.81682000000000e+06	1.21114365897966e+01	2.45547526856490e+01
6.82683000000000e+06	1.20882473707101e+01	2.45582072760967e+01
6.83684000000000e+06	1.20650950249694e+01	2.45616766474464e+01
6.84685000000000e+06	1.20419794412679e+01	2.45651606740501e+01
6.85686000000000e+06	1.20189005087705e+01	2.45686592311724e+01
6.86687000000000e+06	1.19958581171229e+01	2.45721721950149e+01
6.87688000000000e+06	1.19728521564413e+01	2.45756994427145e+01
6.88689000000000e+06	1.19498825173103e+01	2.45792408523208e+01
6.89690000000000e+06	1.19269490907846e+01	2.45827963027618e+01
6.90691000000000e+06	1.19040517683843e+01	2.45863656739369e+01
6.91692000000000e+06	1.18811904420903e+01	2.45899488465481e+01
6.92693000000000e+06	1.18583650043438e+01	2.45935457022489e+01
6.93694000000000e+06	1.18355753480446e+01	2.45971561235792e+01
6.94695000000000e+06	1.18128213665478e+01	2.46007799939003e+01
6.95696000000000e+06	1.17901029536583e+01	2.46044171974841e+01
6.96697000000000e+06	1.17674200036319e+01	2.46080676194366e+01
6.97698000000000e+06	1.17447724111757e+01	2.46117311457543e+01
6.98699000000000e+06	1.17221600714380e+01	2.46154076632642e+01
6.99700000000000e+06	1.16995828800096e+01	2.46190970595724e+01
7.00701000000000e+06	1.16770407329256e+01	2.46227992232399e+01
7.01702000000000e+06	1.16545335266550e+01	2.46265140435713e+01
7.02703000000000e+06	1.16320611581058e+01	2.46302414107367e+01
7.03704000000000e+06	1.16096235246157e+01	2.46339812156765e+01
7.04705000000000e+06	1.15872205239576e+01	2.46377333501872e+01
7.05706000000000e+06	1.15648520543295e+01	2.46414977068507e+01
7.06707000000000e+06	1.15425180143564e+01	2.46452741790356e+01
7.07708000000000e+06	1.15202183030902e+01	2.46490626609361e+01
7.08709000000000e+06	1.14979528200024e+01	2.46528630475049e+01
7.09710000000000e+06	1.14757214649819e+01	2.46566752344606e+01
7.10711000000000e+06	1.14535241383396e+01	2.46604991183305e+01
7.11712000000000e+06	1.14313607407981e+01	2.46643345964406e+01
7.12713000000000e+06	1.14092311734957e+01	2.46681815667834e+01
7.13714000000000e+06	1.13871353379774e+01	2.46720399281709e+01
7.14715000000000e+06	1.13650731361997e+01	2.46759095801686e+01
7.15716000000000e+06	1.13430444705267e+01	2.46797904230742e+01
7.16717000000000e+06	1.13210492437245e+01	2.46836823579496e+01
7.17718000000000e+06	1.12990873589594e+01	2.46875852865350e+01
7.18719000000000e+06	1.12771587198024e+01	2.46914991113609e+01
7.19720000000000e+06	1.12552632302177e+01	2.46954237356723e+01
7.20721000000000e+06	1.12334007945702e+01	2.46993590633779e+01
7.21722000000000e+06	1.12115713176136e+01	2.47033049991665e+01
7.22723000000000e+06	1.11897747044968e+01	2.47072614484136e+01
7.23724000000000e+06	1.11680108607571e+01	2.47112283171897e+01
7.24725000000000e+06	1.11462796923173e+01	2.47152055122136e+01
7.25726000000000e+06	1.11245811054893e+01	2.47191929410274e+01
7.26727000000000e+06	1.11029150069653e+01	2.47231905117166e+01
7.27728000000000e+06	1.10812813038216e+01	2.47271981331471e+01
7.28729000000000e+06	1.10596799035123e+01	2.47312157148100e+01
7.29730000000000e+06	1.10381107138696e+01	2.47352431669125e+01
7.30731000000000e+06	1.10165736431014e+01	2.47392804002592e+01
7.31732000000000e+06	1.09950685997888e+01	2.47433273264003e+01
7.32733000000000e+06	1.09735954928836e+01	2.47473838574640e+01
7.33734000000000e+06	1.09521542317103e+01	2.47514499062926e+01
7.34735000000000e+06	1.09307447259598e+01	2.47555253863622e+01
7.35736000000000e+06	1.09093668856877e+01	2.47596102117557e+01
7.36737000000000e+06	1.08880206213125e+01	2.47637042972080e+01
7.37738000000000e+06	1.08667058436207e+01	2.47678075581356e+01
7.38739000000000e+06	1.08454224637533e+01	2.47719199105277e+01
7.39740000000000e+06	1.08241703932122e+01	2.47760412710214e+01
7.40741000000000e+06	1.08029495438545e+01	2.47801715568251e+01
7.41742000000000e+06	1.07817598278945e+01	2.47843106858659e+01
7.42743000000000e+06	1.07606011578978e+01	2.47884585765711e+01
7.43744000000000e+06	1.07394734467818e+01	2.47926151480751e+01
7.44745000000000e+06	1.07183766078111e+01	2.47967803199743e+01
7.45746000000000e+06	1.06973105546004e+01	2.48009540126223e+01
7.46747000000000e+06	1.06762752011126e+01	2.48051361468672e+01
7.47748000000000e+06	1.06552704616484e+01	2.48093266441645e+01
7.48749000000000e+06	1.06342962508542e+01	2.48135254265324e+01
7.49750000000000e+06	1.06133524837169e+01	2.48177324166349e+01
7.50751000000000e+06	1.05924390755644e+01	2.48219475376515e+01
7.51752000000000e+06	1.05715559420558e+01	2.48261707133208e+01
7.52753000000000e+06	1.05507029991911e+01	2.48304018680087e+01
7.53754000000000e+06	1.05298801633036e+01	2.48346409266114e+01
7.54755000000000e+06	1.05090873510555e+01	2.48388878145807e+01
7.55756000000000e+06	1.04883244794415e+01	2.48431424578994e+01
7.56757000000000e+06	1.04675914657837e+01	2.48474047831450e+01
7.57758000000000e+06	1.04468882277346e+01	2.48516747174353e+01
7.58759000000000e+06	1.04262146832668e+01	2.48559521883885e+01
7.59760000000000e+06	1.04055707506811e+01	2.48602371242163e+01
7.60761000000000e+06	1.03849563485991e+01	2.48645294536234e+01
7.61762000000000e+06	1.03643713959623e+01	2.48688291058893e+01
7.62763000000000e+06	1.03438158120322e+01	2.48731360107475e+01
7.63764000000000e+06	1.03232895163858e+01	2.48774500984972e+01
7.64765000000000e+06	1.03027924289179e+01	2.48817712999862e+01
7.65766000000000e+06	1.02823244698368e+01	2.48860995465328e+01
7.66767000000000e+06	1.02618855596635e+01	2.48904347699921e+01
7.67768000000000e+06	1.02414756192291e+01	2.48947769027121e+01
7.68769000000000e+06	1.02210945696746e+01	2.48991258775315e+01
7.69770000000000e+06	1.02007423324508e+01	2.49034816277836e+01
7.70771000000000e+06	1.01804188293122e+01	2.49078440873915e+01
7.71772000000000e+06	1.01601239823205e+01	2.49122131906518e+01
7.72773000000000e+06	1.01398577138394e+01	2.49165888724129e+01
7.73774000000000e+06	1.01196199465355e+01	2.49209710679570e+01
7.74775000000000e+06	1.00994106033750e+01	2.49253597131650e+01
7.75776000000000e+06	1.00792296076241e+01	2.49297547442222e+01
7.76777000000000e+06	1.00590768828449e+01	2.49341560979698e+01
7.77778000000000e+06	1.00389523528966e+01	2.49385637115693e+01
7.78779000000000e+06	1.00188559419339e+01	2.49429775227570e+01
7.79780000000000e+06	9.99878757440316e+00	2.49473974696941e+01
7.80781000000000e+06	9.97874717504173e+00	2.49518234909567e+01
7.81782000000000e+06	9.95873466887915e+00	2.49562555256714e+01
7.82783000000000e+06	9.93874998123466e+00	2.49606935133618e+01
7.83784000000000e+06	9.91879303771108e+00	2.49651373940026e+01
7.84785000000000e+06	9.89886376420108e+00	2.49695871080277e+01
7.85786000000000e+06	9.87896208687890e+00	2.49740425963397e+01
7.86787000000000e+06	9.85908793220445e+00	2.49785038002355e+01
7.87788000000000e+06	9.83924122691990e+00	2.49829706614916e+01
7.88789000000000e+06	9.81942189804507e+00	2.49874431223019e+01
7.89790000000000e+06	9.79962987287971e+00	2.49919211252758e+01
7.90791000000000e+06	9.77986507900400e+00	2.49964046134863e+01
7.91792000000000e+06	9.76012744427338e+00	2.50008935304028e+01
7.92793000000000e+06	9.74041689681570e+00	2.50053878199403e+01
7.93794000000000e+06	9.72073336503657e+00	2.50098874264205e+01
7.94795000000000e+06	9.70107677761130e+00	2.50143922945790e+01
7.95796000000000e+06	9.68144706348695e+00	2.50189023695987e+01
7.96797000000000e+06	9.66184415188133e+00	2.50234175970209e+01
7.97798000000000e+06	9.64226797228027e+00	2.50279379228115e+01
7.98799000000000e+06	9.62271845443740e+00	2.50324632933685e+01
7.99800000000000e+06	9.60319552837074e+00	2.50369936554669e+01
8.00801000000000e+06	9.58369912436496e+00	2.50415289562879e+01
8.01802000000000e+06	9.56422917296627e+00	2.50460691434012e+01
8.02803000000000e+06	9.54478560498417e+00	2.50506141647809e+01
8.03804000000000e+06	9.52536835149106e+00	2.50551639687794e+01
8.04805000000000e+06	9.50597734381353e+00	2.50597185041480e+01
8.05806000000000e+06	9.48661251354385e+00	2.50642777200209e+01
8.06807000000000e+06	9.46727379252408e+00	2.50688415659012e+01
8.07808000000000e+06	9.44796111285857e+00	2.50734099916988e+01
8.08809000000000e+06	9.42867440690245e+00	2.50779829476746e+01
8.09810000000000e+06	9.40941360726715e+00	2.50825603844659e+01
8.10811000000000e+06	9.39017864681225e+00	2.50871422530863e+01
8.11812000000000e+06	9.37096945865368e+00	2.50917285049219e+01
8.12813000000000e+06	9.35178597615492e+00	2.50963190917332e+01
8.13814000000000e+06	9.33262813292741e+00	2.51009139656343e+01
8.14815000000000e+06	9.31349586282988e+00	2.51055130790572e+01
8.15816000000000e+06	9.29438909997297e+00	2.51101163848723e+01
8.16817000000000e+06	9.27530777870399e+00	2.51147238362497e+01
8.17818000000000e+06	9.25625183361975e+00	2.51193353867222e+01
8.18819000000000e+06	9.23722119956096e+00	2.51239509901764e+01
8.19820000000000e+06	9.21821581160711e+00	2.51285706008652e+01
8.20821000000000e+06	9.19923560507839e+00	2.51331941733590e+01
8.21822000000000e+06	9.18028051553852e+00	2.51378216625597e+01
8.22823000000000e+06	9.16135047878473e+00	2.51424530237756e+01
8.23824000000000e+06	9.14244543085307e+00	2.51470882125704e+01
8.24825000000000e+06	9.12356530801907e+00	2.51517271848838e+01
8.25826000000000e+06	9.10471004678922e+00	2.51563698970087e+01
8.26827000000000e+06	9.08587958390679e+00	2.51610163055175e+01
8.27828000000000e+06	9.06707385634502e+00	2.51656663673466e+01
8.28829000000000e+06	9.04829280131244e+00	2.51703200397617e+01
8.29830000000000e+06	9.02953635624701e+00	2.51749772803384e+01
8.30831000000000e+06	9.01080445881544e+00	2.51796380469637e+01
8.31832000000000e+06	8.99209704691309e+00	2.51843022978528e+01
8.32833000000000e+06	8.97341405866710e+00	2.51889699915458e+01
8.33834000000000e+06	8.95475543242294e+00	2.51936410868873e+01
8.34835000000000e+06	8.93612110675992e+00	2.51983155430430e+01
8.35836000000000e+06	8.91751102047762e+00	2.52029933194669e+01
8.36837000000000e+06	8.89892511259804e+00	2.52076743759398e+01
8.37838000000000e+06	8.88036332236774e+00	2.52123586725586e+01
8.38839000000000e+06	8.86182558925457e+00	2.52170461697049e+01
8.39840000000000e+06	8.84331185294550e+00	2.52217368280327e+01
8.40841000000000e+06	8.82482205334942e+00	2.52264306085606e+01
8.41842000000000e+06	8.80635613058850e+00	2.52311274725680e+01
8.42843000000000e+06	8.78791402500649e+00	2.52358273816003e+01
8.43844000000000e+06	8.76949567716340e+00	2.52405302975626e+01
8.44845000000000e+06	8.75110102783322e+00	2.52452361825881e+01
8.45846000000000e+06	8.73273001800318e+00	2.52499449991336e+01
