Freq.	Vvf)
4.23424000000000e+06	1.86501079728993e+01	2.73749225926313e+01
4.24425000000000e+06	1.86125888646967e+01	2.73415823272101e+01
4.25426000000000e+06	1.85751550301940e+01	2.73084131111392e+01
4.26427000000000e+06	1.85378061123090e+01	2.72754137112503e+01
4.27428000000000e+06	1.85005417560149e+01	2.72425829048874e+01
4.28429000000000e+06	1.84633616083277e+01	2.72099194797858e+01
4.29430000000000e+06	1.84262653182889e+01	2.71774222340121e+01
4.30431000000000e+06	1.83892525369527e+01	2.71450899758290e+01
4.31432000000000e+06	1.83523229173701e+01	2.71129215235378e+01
4.32433000000000e+06	1.83154761145756e+01	2.70809157055195e+01
4.33434000000000e+06	1.82787117855717e+01	2.70490713600386e+01
4.34435000000000e+06	1.82420295893154e+01	2.70173873351299e+01
4.35436000000000e+06	1.82054291867031e+01	2.69858624885684e+01
4.36437000000000e+06	1.81689102405599e+01	2.69544956877814e+01
4.37438000000000e+06	1.81324724156186e+01	2.69232858096133e+01
4.38439000000000e+06	1.80961153785162e+01	2.68922317404854e+01
4.39440000000000e+06	1.80598387977695e+01	2.68613323760214e+01
4.40441000000000e+06	1.80236423437714e+01	2.68305866212075e+01
4.41442000000000e+06	1.79875256887684e+01	2.67999933901014e+01
4.42443000000000e+06	1.79514885068568e+01	2.67695516059041e+01
4.43444000000000e+06	1.79155304739592e+01	2.67392602007301e+01
4.44445000000000e+06	1.78796512678197e+01	2.67091181156258e+01
4.45446000000000e+06	1.78438505679885e+01	2.66791243004770e+01
4.46447000000000e+06	1.78081280558077e+01	2.66492777138792e+01
4.47448000000000e+06	1.77724834143997e+01	2.66195773230449e+01
4.48449000000000e+06	1.77369163286557e+01	2.65900221037980e+01
4.49450000000000e+06	1.77014264852206e+01	2.65606110403936e+01
4.50451000000000e+06	1.76660135724817e+01	2.65313431255303e+01
4.51452000000000e+06	1.76306772805579e+01	2.65022173601891e+01
4.52453000000000e+06	1.75954173012841e+01	2.64732327535982e+01
4.53454000000000e+06	1.75602333282066e+01	2.64443883231939e+01
4.54455000000000e+06	1.75251250565595e+01	2.64156830944383e+01
4.55456000000000e+06	1.74900921832621e+01	2.63871161007877e+01
4.56457000000000e+06	1.74551344069067e+01	2.63586863837337e+01
4.57458000000000e+06	1.74202514277433e+01	2.63303929925773e+01
4.58459000000000e+06	1.73854429476652e+01	2.63022349843187e+01
4.59460000000000e+06	1.73507086702065e+01	2.62742114237925e+01
4.60461000000000e+06	1.73160483005235e+01	2.62463213833783e+01
4.61462000000000e+06	1.72814615453886e+01	2.62185639431384e+01
4.62463000000000e+06	1.72469481131724e+01	2.61909381904794e+01
4.63464000000000e+06	1.72125077138380e+01	2.61634432203428e+01
4.64465000000000e+06	1.71781400589301e+01	2.61360781350075e+01
4.65466000000000e+06	1.71438448615621e+01	2.61088420440446e+01
4.66467000000000e+06	1.71096218364052e+01	2.60817340641898e+01
4.67468000000000e+06	1.70754706996760e+01	2.60547533193991e+01
4.68469000000000e+06	1.70413911691328e+01	2.60278989407222e+01
4.69470000000000e+06	1.70073829640570e+01	2.60011700661401e+01
4.70471000000000e+06	1.69734458052474e+01	2.59745658407129e+01
4.71472000000000e+06	1.69395794150073e+01	2.59480854162858e+01
4.72473000000000e+06	1.69057835171370e+01	2.59217279516018e+01
4.73474000000000e+06	1.68720578369215e+01	2.58954926121525e+01
4.74475000000000e+06	1.68384021011202e+01	2.58693785701225e+01
4.75476000000000e+06	1.68048160379590e+01	2.58433850043331e+01
4.76477000000000e+06	1.67712993771175e+01	2.58175111002218e+01
4.77478000000000e+06	1.67378518497214e+01	2.57917560496987e+01
4.78479000000000e+06	1.67044731883316e+01	2.57661190511690e+01
4.79480000000000e+06	1.66711631269353e+01	2.57405993094565e+01
4.80481000000000e+06	1.66379214009351e+01	2.57151960356545e+01
4.81482000000000e+06	1.66047477471415e+01	2.56899084472398e+01
4.82483000000000e+06	1.65716419037629e+01	2.56647357678472e+01
4.83484000000000e+06	1.65386036103926e+01	2.56396772273204e+01
4.84485000000000e+06	1.65056326080047e+01	2.56147320616065e+01
4.85486000000000e+06	1.64727286389427e+01	2.55898995126948e+01
4.86487000000000e+06	1.64398914469087e+01	2.55651788286382e+01
4.87488000000000e+06	1.64071207769585e+01	2.55405692633754e+01
4.88489000000000e+06	1.63744163754868e+01	2.55160700767810e+01
4.89490000000000e+06	1.63417779902246e+01	2.54916805345599e+01
4.90491000000000e+06	1.63092053702253e+01	2.54673999082367e+01
4.91492000000000e+06	1.62766982658576e+01	2.54432274750165e+01
4.92493000000000e+06	1.62442564288000e+01	2.54191625179010e+01
4.93494000000000e+06	1.62118796120242e+01	2.53952043253885e+01
4.94495000000000e+06	1.61795675697973e+01	2.53713521917121e+01
4.95496000000000e+06	1.61473200576610e+01	2.53476054164833e+01
4.96497000000000e+06	1.61151368324366e+01	2.53239633049816e+01
4.97498000000000e+06	1.60830176522036e+01	2.53004251677742e+01
4.98499000000000e+06	1.60509622763023e+01	2.52769903209082e+01
4.99500000000000e+06	1.60189704653171e+01	2.52536580857055e+01
5.00501000000000e+06	1.59870419810750e+01	2.52304277888880e+01
5.01502000000000e+06	1.59551765866319e+01	2.52072987623071e+01
5.02503000000000e+06	1.59233740462682e+01	2.51842703430964e+01
5.03504000000000e+06	1.58916341254816e+01	2.51613418735321e+01
5.04505000000000e+06	1.58599565909738e+01	2.51385127009400e+01
5.05506000000000e+06	1.58283412106492e+01	2.51157821778370e+01
5.06507000000000e+06	1.57967877536028e+01	2.50931496616409e+01
5.07508000000000e+06	1.57652959901126e+01	2.50706145147723e+01
5.08509000000000e+06	1.57338656916369e+01	2.50481761046603e+01
5.09510000000000e+06	1.57024966307980e+01	2.50258338035233e+01
5.10511000000000e+06	1.56711885813848e+01	2.50035869885059e+01
5.11512000000000e+06	1.56399413183366e+01	2.49814350415041e+01
5.12513000000000e+06	1.56087546177386e+01	2.49593773492221e+01
5.13514000000000e+06	1.55776282568193e+01	2.49374133030693e+01
5.14515000000000e+06	1.55465620139343e+01	2.49155422990905e+01
5.15516000000000e+06	1.55155556685661e+01	2.48937637380115e+01
5.16517000000000e+06	1.54846090013140e+01	2.48720770251744e+01
5.17518000000000e+06	1.54537217938891e+01	2.48504815704619e+01
5.18519000000000e+06	1.54228938291037e+01	2.48289767882683e+01
5.19520000000000e+06	1.53921248908658e+01	2.48075620974595e+01
5.20521000000000e+06	1.53614147641747e+01	2.47862369213830e+01
5.21522000000000e+06	1.53307632351109e+01	2.47650006877689e+01
5.22523000000000e+06	1.53001700908282e+01	2.47438528286843e+01
5.23524000000000e+06	1.52696351195534e+01	2.47227927805625e+01
5.24525000000000e+06	1.52391581105711e+01	2.47018199841352e+01
5.25526000000000e+06	1.52087388542236e+01	2.46809338843543e+01
5.26527000000000e+06	1.51783771418980e+01	2.46601339303720e+01
5.27528000000000e+06	1.51480727660274e+01	2.46394195755899e+01
5.28529000000000e+06	1.51178255200792e+01	2.46187902775278e+01
5.29530000000000e+06	1.50876351985471e+01	2.45982454977691e+01
5.30531000000000e+06	1.50575015969496e+01	2.45777847020370e+01
5.31532000000000e+06	1.50274245118190e+01	2.45574073600422e+01
5.32533000000000e+06	1.49974037407002e+01	2.45371129455456e+01
5.33534000000000e+06	1.49674390821392e+01	2.45169009362592e+01
5.34535000000000e+06	1.49375303356778e+01	2.44967708138252e+01
5.35536000000000e+06	1.49076773018513e+01	2.44767220637831e+01
5.36537000000000e+06	1.48778797821783e+01	2.44567541755924e+01
5.37538000000000e+06	1.48481375791557e+01	2.44368666425036e+01
5.38539000000000e+06	1.48184504962525e+01	2.44170589615784e+01
5.39540000000000e+06	1.47888183379061e+01	2.43973306336691e+01
5.40541000000000e+06	1.47592409095116e+01	2.43776811633716e+01
5.41542000000000e+06	1.47297180174207e+01	2.43581100589605e+01
5.42543000000000e+06	1.47002494689315e+01	2.43386168324208e+01
5.43544000000000e+06	1.46708350722882e+01	2.43192009994101e+01
5.44545000000000e+06	1.46414746366678e+01	2.42998620791284e+01
5.45546000000000e+06	1.46121679721808e+01	2.42805995944098e+01
5.46547000000000e+06	1.45829148898643e+01	2.42614130716630e+01
5.47548000000000e+06	1.45537152016726e+01	2.42423020407820e+01
5.48549000000000e+06	1.45245687204759e+01	2.42232660351842e+01
5.49550000000000e+06	1.44954752600533e+01	2.42043045917820e+01
5.50551000000000e+06	1.44664346350850e+01	2.41854172508479e+01
5.51552000000000e+06	1.44374466611503e+01	2.41666035561389e+01
5.52553000000000e+06	1.44085111547188e+01	2.41478630547587e+01
5.53554000000000e+06	1.43796279331502e+01	2.41291952971925e+01
5.54555000000000e+06	1.43507968146826e+01	2.41105998372419e+01
5.55556000000000e+06	1.43220176184296e+01	2.40920762319742e+01
5.56557000000000e+06	1.42932901643781e+01	2.40736240417943e+01
5.57558000000000e+06	1.42646142733781e+01	2.40552428302785e+01
5.58559000000000e+06	1.42359897671413e+01	2.40369321642773e+01
5.59560000000000e+06	1.42074164682311e+01	2.40186916137906e+01
5.60561000000000e+06	1.41788942000656e+01	2.40005207520213e+01
5.61562000000000e+06	1.41504227869048e+01	2.39824191553073e+01
5.62563000000000e+06	1.41220020538476e+01	2.39643864030837e+01
5.63564000000000e+06	1.40936318268299e+01	2.39464220778666e+01
5.64565000000000e+06	1.40653119326139e+01	2.39285257652426e+01
5.65566000000000e+06	1.40370421987895e+01	2.39106970538387e+01
5.66567000000000e+06	1.40088224537644e+01	2.38929355352816e+01
5.67568000000000e+06	1.39806525267635e+01	2.38752408042211e+01
5.68569000000000e+06	1.39525322478177e+01	2.38576124582431e+01
5.69570000000000e+06	1.39244614477651e+01	2.38400500978404e+01
5.70571000000000e+06	1.38964399582465e+01	2.38225533264813e+01
5.71572000000000e+06	1.38684676116947e+01	2.38051217505141e+01
5.72573000000000e+06	1.38405442413351e+01	2.37877549791013e+01
5.73574000000000e+06	1.38126696811787e+01	2.37704526243262e+01
5.74575000000000e+06	1.37848437660185e+01	2.37532143010211e+01
5.75576000000000e+06	1.37570663314236e+01	2.37360396268706e+01
5.76577000000000e+06	1.37293372137374e+01	2.37189282223088e+01
5.77578000000000e+06	1.37016562500683e+01	2.37018797105185e+01
5.78579000000000e+06	1.36740232782900e+01	2.36848937174198e+01
5.79580000000000e+06	1.36464381370354e+01	2.36679698716716e+01
5.80581000000000e+06	1.36189006656889e+01	2.36511078045686e+01
5.81582000000000e+06	1.35914107043891e+01	2.36343071500895e+01
5.82583000000000e+06	1.35639680940156e+01	2.36175675448663e+01
5.83584000000000e+06	1.35365726761936e+01	2.36008886281616e+01
5.84585000000000e+06	1.35092242932815e+01	2.35842700418354e+01
5.85586000000000e+06	1.34819227883715e+01	2.35677114302819e+01
5.86587000000000e+06	1.34546680052848e+01	2.35512124405142e+01
5.87588000000000e+06	1.34274597885673e+01	2.35347727220638e+01
5.88589000000000e+06	1.34002979834828e+01	2.35183919269574e+01
5.89590000000000e+06	1.33731824360115e+01	2.35020697097616e+01
5.90591000000000e+06	1.33461129928457e+01	2.34858057275075e+01
5.91592000000000e+06	1.33190895013837e+01	2.34695996396474e+01
5.92593000000000e+06	1.32921118097302e+01	2.34534511081412e+01
5.93594000000000e+06	1.32651797666864e+01	2.34373597973118e+01
5.94595000000000e+06	1.32382932217474e+01	2.34213253738931e+01
5.95596000000000e+06	1.32114520251065e+01	2.34053475070423e+01
5.96597000000000e+06	1.31846560276351e+01	2.33894258682177e+01
5.97598000000000e+06	1.31579050808951e+01	2.33735601312640e+01
5.98599000000000e+06	1.31311990371234e+01	2.33577499723299e+01
5.99600000000000e+06	1.31045377492362e+01	2.33419950698914e+01
6.00601000000000e+06	1.30779210708159e+01	2.33262951046521e+01
6.01602000000000e+06	1.30513488561202e+01	2.33106497597082e+01
6.02603000000000e+06	1.30248209600632e+01	2.32950587202684e+01
6.03604000000000e+06	1.29983372382258e+01	2.32795216738784e+01
6.04605000000000e+06	1.29718975468409e+01	2.32640383102564e+01
6.05606000000000e+06	1.29455017427946e+01	2.32486083212856e+01
6.06607000000000e+06	1.29191496836258e+01	2.32332314011416e+01
6.07608000000000e+06	1.28928412275139e+01	2.32179072460342e+01
6.08609000000000e+06	1.28665762332829e+01	2.32026355544211e+01
6.09610000000000e+06	1.28403545603950e+01	2.31874160268475e+01
6.10611000000000e+06	1.28141760689444e+01	2.31722483659566e+01
6.11612000000000e+06	1.27880406196597e+01	2.31571322765317e+01
6.12613000000000e+06	1.27619480738935e+01	2.31420674653952e+01
6.13614000000000e+06	1.27358982936238e+01	2.31270536414673e+01
6.14615000000000e+06	1.27098911414500e+01	2.31120905157071e+01
6.15616000000000e+06	1.26839264805864e+01	2.30971778011059e+01
6.16617000000000e+06	1.26580041748617e+01	2.30823152126793e+01
6.17618000000000e+06	1.26321240887137e+01	2.30675024674136e+01
6.18619000000000e+06	1.26062860871881e+01	2.30527392843099e+01
6.19620000000000e+06	1.25804900359322e+01	2.30380253843377e+01
6.20621000000000e+06	1.25547358011941e+01	2.30233604904180e+01
6.21622000000000e+06	1.25290232498172e+01	2.30087443273872e+01
6.22623000000000e+06	1.25033522492419e+01	2.29941766220792e+01
6.23624000000000e+06	1.24777226674905e+01	2.29796571031231e+01
6.24625000000000e+06	1.24521343731800e+01	2.29651855011447e+01
6.25626000000000e+06	1.24265872355066e+01	2.29507615486332e+01
6.26627000000000e+06	1.24010811242477e+01	2.29363849798778e+01
6.27628000000000e+06	1.23756159097552e+01	2.29220555310859e+01
6.28629000000000e+06	1.23501914629583e+01	2.29077729402871e+01
6.29630000000000e+06	1.23248076553527e+01	2.28935369472832e+01
6.30631000000000e+06	1.22994643590077e+01	2.28793472938059e+01
6.31632000000000e+06	1.22741614465493e+01	2.28652037232407e+01
6.32633000000000e+06	1.22488987911683e+01	2.28511059808376e+01
6.33634000000000e+06	1.22236762666148e+01	2.28370538135949e+01
6.34635000000000e+06	1.21984937471910e+01	2.28230469702705e+01
6.35636000000000e+06	1.21733511077536e+01	2.28090852013517e+01
6.36637000000000e+06	1.21482482237049e+01	2.27951682590298e+01
6.37638000000000e+06	1.21231849709965e+01	2.27812958972824e+01
6.38639000000000e+06	1.20981612261222e+01	2.27674678717254e+01
6.39640000000000e+06	1.20731768661127e+01	2.27536839396497e+01
6.40641000000000e+06	1.20482317685397e+01	2.27399438600902e+01
6.41642000000000e+06	1.20233258115076e+01	2.27262473936943e+01
6.42643000000000e+06	1.19984588736510e+01	2.27125943027487e+01
6.43644000000000e+06	1.19736308341324e+01	2.26989843512105e+01
6.44645000000000e+06	1.19488415726433e+01	2.26854173046568e+01
6.45646000000000e+06	1.19240909693927e+01	2.26718929302563e+01
6.46647000000000e+06	1.18993789051132e+01	2.26584109967773e+01
6.47648000000000e+06	1.18747052610535e+01	2.26449712745901e+01
6.48649000000000e+06	1.18500699189742e+01	2.26315735356419e+01
6.49650000000000e+06	1.18254727611504e+01	2.26182175534352e+01
6.50651000000000e+06	1.18009136703637e+01	2.26049031030275e+01
6.51652000000000e+06	1.17763925299040e+01	2.25916299610148e+01
6.52653000000000e+06	1.17519092235599e+01	2.25783979055028e+01
6.53654000000000e+06	1.17274636356250e+01	2.25652067161511e+01
6.54655000000000e+06	1.17030556508885e+01	2.25520561740958e+01
6.55656000000000e+06	1.16786851546355e+01	2.25389460619931e+01
6.56657000000000e+06	1.16543520326416e+01	2.25258761639307e+01
6.57658000000000e+06	1.16300561711752e+01	2.25128462655258e+01
6.58659000000000e+06	1.16057974569899e+01	2.24998561538260e+01
6.59660000000000e+06	1.15815757773240e+01	2.24869056173078e+01
6.60661000000000e+06	1.15573910198999e+01	2.24739944459635e+01
6.61662000000000e+06	1.15332430729160e+01	2.24611224311028e+01
6.62663000000000e+06	1.15091318250497e+01	2.24482893655519e+01
6.63664000000000e+06	1.14850571654530e+01	2.24354950434789e+01
6.64665000000000e+06	1.14610189837483e+01	2.24227392604626e+01
6.65666000000000e+06	1.14370171700289e+01	2.24100218134866e+01
6.66667000000000e+06	1.14130516148555e+01	2.23973425009042e+01
6.67668000000000e+06	1.13891222092496e+01	2.23847011224127e+01
6.68669000000000e+06	1.13652288446985e+01	2.23720974790573e+01
6.69670000000000e+06	1.13413714131476e+01	2.23595313732688e+01
6.70671000000000e+06	1.13175498069980e+01	2.23470026087798e+01
6.71672000000000e+06	1.12937639191094e+01	2.23345109906477e+01
6.72673000000000e+06	1.12700136427885e+01	2.23220563252663e+01
6.73674000000000e+06	1.12462988717964e+01	2.23096384203213e+01
6.74675000000000e+06	1.12226195003386e+01	2.22972570847676e+01
6.75676000000000e+06	1.11989754230683e+01	2.22849121288803e+01
6.76677000000000e+06	1.11753665350801e+01	2.22726033642016e+01
6.77678000000000e+06	1.11517927319108e+01	2.22603306035430e+01
6.78679000000000e+06	1.11282539095313e+01	2.22480936609431e+01
6.79680000000000e+06	1.11047499643534e+01	2.22358923517143e+01
6.80681000000000e+06	1.10812807932204e+01	2.22237264924187e+01
6.81682000000000e+06	1.10578462934059e+01	2.22115959008174e+01
6.82683000000000e+06	1.10344463626157e+01	2.21995003959097e+01
6.83684000000000e+06	1.10110808989786e+01	2.21874397978848e+01
6.84685000000000e+06	1.09877498010538e+01	2.21754139281895e+01
6.85686000000000e+06	1.09644529678161e+01	2.21634226093682e+01
6.86687000000000e+06	1.09411902986650e+01	2.21514656652355e+01
6.87688000000000e+06	1.09179616934178e+01	2.21395429207301e+01
6.88689000000000e+06	1.08947670523090e+01	2.21276542020153e+01
6.89690000000000e+06	1.08716062759815e+01	2.21157993363185e+01
6.90691000000000e+06	1.08484792654977e+01	2.21039781521345e+01
6.91692000000000e+06	1.08253859223221e+01	2.20921904789794e+01
6.92693000000000e+06	1.08023261483329e+01	2.20804361475791e+01
6.93694000000000e+06	1.07792998458100e+01	2.20687149897789e+01
6.94695000000000e+06	1.07563069174365e+01	2.20570268385083e+01
6.95696000000000e+06	1.07333472662996e+01	2.20453715278196e+01
6.96697000000000e+06	1.07104207958838e+01	2.20337488928863e+01
6.97698000000000e+06	1.06875274100690e+01	2.20221587699145e+01
6.98699000000000e+06	1.06646670131353e+01	2.20106009962693e+01
6.99700000000000e+06	1.06418395097501e+01	2.19990754103262e+01
7.00701000000000e+06	1.06190448049749e+01	2.19875818515806e+01
7.01702000000000e+06	1.05962828042614e+01	2.19761201605301e+01
7.02703000000000e+06	1.05735534134450e+01	2.19646901787755e+01
7.03704000000000e+06	1.05508565387499e+01	2.19532917489845e+01
7.04705000000000e+06	1.05281920867807e+01	2.19419247147673e+01
7.05706000000000e+06	1.05055599645238e+01	2.19305889208332e+01
7.06707000000000e+06	1.04829600793465e+01	2.19192842128869e+01
7.07708000000000e+06	1.04603923389918e+01	2.19080104377011e+01
7.08709000000000e+06	1.04378566515780e+01	2.18967674429616e+01
7.09710000000000e+06	1.04153529255989e+01	2.18855550774342e+01
7.10711000000000e+06	1.03928810699187e+01	2.18743731908421e+01
7.11712000000000e+06	1.03704409937711e+01	2.18632216339013e+01
7.12713000000000e+06	1.03480326067576e+01	2.18521002583000e+01
7.13714000000000e+06	1.03256558188466e+01	2.18410089166959e+01
7.14715000000000e+06	1.03033105403710e+01	2.18299474627457e+01
7.15716000000000e+06	1.02809966820240e+01	2.18189157509695e+01
7.16717000000000e+06	1.02587141548623e+01	2.18079136369665e+01
7.17718000000000e+06	1.02364628702998e+01	2.17969409771698e+01
7.18719000000000e+06	1.02142427401077e+01	2.17859976290349e+01
7.19720000000000e+06	1.01920536764103e+01	2.17750834508505e+01
7.20721000000000e+06	1.01698955916902e+01	2.17641983019213e+01
7.21722000000000e+06	1.01477683987753e+01	2.17533420424206e+01
7.22723000000000e+06	1.01256720108496e+01	2.17425145334209e+01
7.23724000000000e+06	1.01036063414424e+01	2.17317156369492e+01
7.24725000000000e+06	1.00815713044277e+01	2.17209452158471e+01
7.25726000000000e+06	1.00595668140260e+01	2.17102031339403e+01
7.26727000000000e+06	1.00375927848019e+01	2.16994892558631e+01
7.27728000000000e+06	1.00156491316584e+01	2.16888034471548e+01
7.28729000000000e+06	9.99373576984178e+00	2.16781455742494e+01
7.29730000000000e+06	9.97185261493213e+00	2.16675155043984e+01
7.30731000000000e+06	9.94999958284881e+00	2.16569131057422e+01
7.31732000000000e+06	9.92817658984460e+00	2.16463382472784e+01
7.32733000000000e+06	9.90638355250498e+00	2.16357907988167e+01
7.33734000000000e+06	9.88462038774635e+00	2.16252706310543e+01
7.34735000000000e+06	9.86288701281684e+00	2.16147776154689e+01
7.35736000000000e+06	9.84118334528874e+00	2.16043116244092e+01
7.36737000000000e+06	9.81950930306451e+00	2.15938725310248e+01
7.37738000000000e+06	9.79786480436893e+00	2.15834602092951e+01
7.38739000000000e+06	9.77624976775162e+00	2.15730745339877e+01
7.39740000000000e+06	9.75466411208306e+00	2.15627153807105e+01
7.40741000000000e+06	9.73310775655258e+00	2.15523826258341e+01
7.41742000000000e+06	9.71158062066942e+00	2.15420761465257e+01
7.42743000000000e+06	9.69008262426004e+00	2.15317958207749e+01
7.43744000000000e+06	9.66861368746446e+00	2.15215415273117e+01
7.44745000000000e+06	9.64717373073822e+00	2.15113131456652e+01
7.45746000000000e+06	9.62576267484739e+00	2.15011105561288e+01
7.46747000000000e+06	9.60438044086956e+00	2.14909336397567e+01
7.47748000000000e+06	9.58302695019450e+00	2.14807822783874e+01
7.48749000000000e+06	9.56170212451258e+00	2.14706563545615e+01
7.49750000000000e+06	9.54040588582728e+00	2.14605557516212e+01
7.50751000000000e+06	9.51913815644354e+00	2.14504803536173e+01
7.51752000000000e+06	9.49789885897044e+00	2.14404300453829e+01
7.52753000000000e+06	9.47668791631789e+00	2.14304047124352e+01
7.53754000000000e+06	9.45550525169649e+00	2.14204042410311e+01
7.54755000000000e+06	9.43435078861705e+00	2.14104285181655e+01
7.55756000000000e+06	9.41322445088640e+00	2.14004774315538e+01
7.56757000000000e+06	9.39212616260562e+00	2.13905508696036e+01
7.57758000000000e+06	9.37105584817363e+00	2.13806487214424e+01
7.58759000000000e+06	9.35001343228175e+00	2.13707708768843e+01
7.59760000000000e+06	9.32899883991156e+00	2.13609172264726e+01
7.60761000000000e+06	9.30801199633597e+00	2.13510876614180e+01
7.61762000000000e+06	9.28705282711549e+00	2.13412820736224e+01
7.62763000000000e+06	9.26612125809968e+00	2.13315003556673e+01
7.63764000000000e+06	9.24521721542400e+00	2.13217424008348e+01
7.64765000000000e+06	9.22434062550837e+00	2.13120081030534e+01
7.65766000000000e+06	9.20349141505551e+00	2.13022973569382e+01
7.66767000000000e+06	9.18266951105043e+00	2.12926100577593e+01
7.67768000000000e+06	9.16187484075891e+00	2.12829461014349e+01
7.68769000000000e+06	9.14110733172768e+00	2.12733053845614e+01
7.69770000000000e+06	9.12036691177854e+00	2.12636878043462e+01
7.70771000000000e+06	9.09965350901185e+00	2.12540932587108e+01
7.71772000000000e+06	9.07896705180269e+00	2.12445216461429e+01
7.72773000000000e+06	9.05830746880106e+00	2.12349728658386e+01
7.73774000000000e+06	9.03767468892695e+00	2.12254468175205e+01
7.74775000000000e+06	9.01706864137682e+00	2.12159434016646e+01
7.75776000000000e+06	8.99648925561113e+00	2.12064625192677e+01
7.76777000000000e+06	8.97593646136432e+00	2.11970040720138e+01
7.77778000000000e+06	8.95541018863586e+00	2.11875679621620e+01
7.78779000000000e+06	8.93491036769226e+00	2.11781540925965e+01
7.79780000000000e+06	8.91443692906489e+00	2.11687623667971e+01
7.80781000000000e+06	8.89398980354786e+00	2.11593926888567e+01
7.81782000000000e+06	8.87356892220092e+00	2.11500449634436e+01
7.82783000000000e+06	8.85317421634033e+00	2.11407190958700e+01
7.83784000000000e+06	8.83280561754847e+00	2.11314149919686e+01
7.84785000000000e+06	8.81246305766106e+00	2.11221325582023e+01
7.85786000000000e+06	8.79214646877361e+00	2.11128717016158e+01
7.86787000000000e+06	8.77185578324044e+00	2.11036323297969e+01
7.87788000000000e+06	8.75159093366638e+00	2.10944143509295e+01
7.88789000000000e+06	8.73135185291334e+00	2.10852176737622e+01
7.89790000000000e+06	8.71113847409566e+00	2.10760422076290e+01
7.90791000000000e+06	8.69095073057903e+00	2.10668878623806e+01
7.91792000000000e+06	8.67078855597937e+00	2.10577545484433e+01
7.92793000000000e+06	8.65065188416263e+00	2.10486421768361e+01
7.93794000000000e+06	8.63054064924210e+00	2.10395506590636e+01
7.94795000000000e+06	8.61045478557855e+00	2.10304799071997e+01
7.95796000000000e+06	8.59039422777798e+00	2.10214298338805e+01
7.96797000000000e+06	8.57035891069172e+00	2.10124003522511e+01
7.97798000000000e+06	8.55034876941274e+00	2.10033913759915e+01
7.98799000000000e+06	8.53036373928021e+00	2.09944028193666e+01
7.99800000000000e+06	8.51040375587203e+00	2.09854345970789e+01
8.00801000000000e+06	8.49046875500492e+00	2.09764866244208e+01
8.01802000000000e+06	8.47055867273735e+00	2.09675588171646e+01
8.02803000000000e+06	8.45067344536461e+00	2.09586510916487e+01
8.03804000000000e+06	8.43081300941757e+00	2.09497633646575e+01
8.04805000000000e+06	8.41097730166580e+00	2.09408955535318e+01
8.05806000000000e+06	8.39116625910998e+00	2.09320475760953e+01
8.06807000000000e+06	8.37137981898673e+00	2.09232193506884e+01
8.07808000000000e+06	8.35161791876482e+00	2.09144107961362e+01
8.08809000000000e+06	8.33188049614259e+00	2.09056218317649e+01
8.09810000000000e+06	8.31216748905097e+00	2.08968523773820e+01
8.10811000000000e+06	8.29247883564990e+00	2.08881023533068e+01
8.11812000000000e+06	8.27281447432491e+00	2.08793716803153e+01
8.12813000000000e+06	8.25317434369255e+00	2.08706602797025e+01
8.13814000000000e+06	8.23355838259273e+00	2.08619680731699e+01
8.14815000000000e+06	8.21396653009129e+00	2.08532949829745e+01
8.15816000000000e+06	8.19439872547808e+00	2.08446409318014e+01
8.16817000000000e+06	8.17485490826546e+00	2.08360058428086e+01
8.17818000000000e+06	8.15533501818806e+00	2.08273896396106e+01
8.18819000000000e+06	8.13583899520265e+00	2.08187922463228e+01
8.19820000000000e+06	8.11636677948367e+00	2.08102135874569e+01
8.20821000000000e+06	8.09691831142731e+00	2.08016535880451e+01
8.21822000000000e+06	8.07749353164393e+00	2.07931121735278e+01
8.22823000000000e+06	8.05809238096460e+00	2.07845892697954e+01
8.23824000000000e+06	8.03871480043451e+00	2.07760848032023e+01
8.24825000000000e+06	8.01936073131392e+00	2.07675987005357e+01
8.25826000000000e+06	8.00003011507712e+00	2.07591308890508e+01
8.26827000000000e+06	7.98072289341189e+00	2.07506812963649e+01
8.27828000000000e+06	7.96143900821781e+00	2.07422498506304e+01
8.28829000000000e+06	7.94217840160409e+00	2.07338364803458e+01
8.29830000000000e+06	7.92294101589326e+00	2.07254411144867e+01
8.30831000000000e+06	7.90372679361437e+00	2.07170636824197e+01
8.31832000000000e+06	7.88453567750475e+00	2.07087041139692e+01
8.32833000000000e+06	7.86536761051143e+00	2.07003623393618e+01
8.33834000000000e+06	7.84622253578543e+00	2.06920382892295e+01
8.34835000000000e+06	7.82710039668358e+00	2.06837318946161e+01
8.35836000000000e+06	7.80800113676826e+00	2.06754430870094e+01
8.36837000000000e+06	7.78892469980389e+00	2.06671717982771e+01
8.37838000000000e+06	7.76987102975833e+00	2.06589179606877e+01
8.38839000000000e+06	7.75084007080214e+00	2.06506815069375e+01
8.39840000000000e+06	7.73183176730493e+00	2.06424623700901e+01
8.40841000000000e+06	7.71284606383765e+00	2.06342604836388e+01
8.41842000000000e+06	7.69388290516893e+00	2.06260757814378e+01
8.42843000000000e+06	7.67494223626714e+00	2.06179081977709e+01
8.43844000000000e+06	7.65602400229624e+00	2.06097576672638e+01
8.44845000000000e+06	7.63712814861834e+00	2.06016241249578e+01
8.45846000000000e+06	7.61825462078915e+00	2.05935075062947e+01
