Freq.	V	vo)
1.28824955169312e+04	6.53218696164389e+01	-2.75361578472637e+00
1.31825673855639e+04	6.53213982429561e+01	-2.81765386812082e+00
1.34896288259164e+04	6.53209047095797e+01	-2.88317631927401e+00
1.38038426460287e+04	6.53203879764624e+01	-2.95021719506620e+00
1.41253754462274e+04	6.53198469566057e+01	-3.01881130925297e+00
1.44543977074591e+04	6.53192805115072e+01	-3.08899424677727e+00
1.47910838816819e+04	6.53186874496813e+01	-3.16080237922457e+00
1.51356124843619e+04	6.53180665243828e+01	-3.23427288022029e+00
1.54881661891246e+04	6.53174164310753e+01	-3.30944374092735e+00
1.58489319246109e+04	6.53167358040250e+01	-3.38635378538659e+00
1.62181009735891e+04	6.53160232145246e+01	-3.46504268663699e+00
1.65958690743754e+04	6.53152771668636e+01	-3.54555098213398e+00
1.69824365246172e+04	6.53144960964552e+01	-3.62792009015266e+00
1.73780082874935e+04	6.53136783659275e+01	-3.71219232552481e+00
1.77827941003890e+04	6.53128222617573e+01	-3.79841091569240e+00
1.81970085860996e+04	6.53119259913737e+01	-3.88662001707085e+00
1.86208713666284e+04	6.53109876794179e+01	-3.97686473114999e+00
1.90546071796322e+04	6.53100053634040e+01	-4.06919112037447e+00
1.94984459975802e+04	6.53089769904962e+01	-4.16364622456863e+00
1.99526231496885e+04	6.53079004126811e+01	-4.26027807664520e+00
2.04173794466950e+04	6.53067733832840e+01	-4.35913571893497e+00
2.08929613085401e+04	6.53055935520791e+01	-4.46026921882085e+00
2.13796208950220e+04	6.53043584607592e+01	-4.56372968446892e+00
2.18776162394952e+04	6.53030655371288e+01	-4.66956927979046e+00
2.23872113856831e+04	6.53017120928231e+01	-4.77784124113730e+00
2.29086765276774e+04	6.53002953143634e+01	-4.88859989029413e+00
2.34422881531989e+04	6.52988122606719e+01	-5.00190065069187e+00
2.39883291901946e+04	6.52972598550532e+01	-5.11780006034234e+00
2.45470891568500e+04	6.52956348813295e+01	-5.23635578678312e+00
2.51188643150954e+04	6.52939339766431e+01	-5.35762663977884e+00
2.57039578276883e+04	6.52921536246764e+01	-5.48167258378775e+00
2.63026799189534e+04	6.52902901487759e+01	-5.60855474985672e+00
2.69153480392688e+04	6.52883397066991e+01	-5.73833544802327e+00
2.75422870333813e+04	6.52862982816038e+01	-5.87107817671896e+00
2.81838293126441e+04	6.52841616749558e+01	-6.00684763264197e+00
2.88403150312656e+04	6.52819254993680e+01	-6.14570971984374e+00
2.95120922666634e+04	6.52795851693290e+01	-6.28773155648606e+00
3.01995172040197e+04	6.52771358939706e+01	-6.43298148203317e+00
3.09029543251354e+04	6.52745726676304e+01	-6.58152906183036e+00
3.16227766016833e+04	6.52718902603203e+01	-6.73344509036832e+00
3.23593656929623e+04	6.52690832097556e+01	-6.88880159444547e+00
3.31131121482586e+04	6.52661458102565e+01	-7.04767183253435e+00
3.38844156139197e+04	6.52630721033415e+01	-7.21013029385914e+00
3.46736850452526e+04	6.52598558670009e+01	-7.37625269473994e+00
3.54813389233570e+04	6.52564906050616e+01	-7.54611597314644e+00
3.63078054770096e+04	6.52529695358238e+01	-7.71979828062387e+00
3.71535229097167e+04	6.52492855808572e+01	-7.89737897217218e+00
3.80189396320555e+04	6.52454313529145e+01	-8.07893859299194e+00
3.89045144994275e+04	6.52413991433226e+01	-8.26455886216846e+00
3.98107170553491e+04	6.52371809102085e+01	-8.45432265437993e+00
4.07380277804107e+04	6.52327682650095e+01	-8.64831397704709e+00
4.16869383470329e+04	6.52281524583948e+01	-8.84661794363207e+00
4.26579518801586e+04	6.52233243682948e+01	-9.04932074561222e+00
4.36515832240159e+04	6.52182744830177e+01	-9.25650961577078e+00
4.46683592150956e+04	6.52129928899850e+01	-9.46827279328405e+00
4.57088189614868e+04	6.52074692589813e+01	-9.68469947890691e+00
4.67735141287191e+04	6.52016928270259e+01	-9.90587978719905e+00
4.78630092322631e+04	6.51956523838085e+01	-1.01319046945754e+01
4.89778819368439e+04	6.51893362549850e+01	-1.03628659797660e+01
5.01187233627264e+04	6.51827322867512e+01	-1.05988561601897e+01
5.12861383991357e+04	6.51758278291273e+01	-1.08399684209486e+01
5.24807460249764e+04	6.51686097204268e+01	-1.10862965390439e+01
5.37031796370244e+04	6.51610642687275e+01	-1.13379347972056e+01
5.49540873857616e+04	6.51531772363639e+01	-1.15949778944493e+01
5.62341325190340e+04	6.51449338227456e+01	-1.18575208471429e+01
5.75439937337148e+04	6.51363186467523e+01	-1.21256588815795e+01
5.88843655355580e+04	6.51273157296932e+01	-1.23994873189599e+01
6.02559586074348e+04	6.51179084784486e+01	-1.26791014518901e+01
6.16595001861472e+04	6.51080796685717e+01	-1.29645964116288e+01
6.30957344480183e+04	6.50978114273313e+01	-1.32560670255539e+01
6.45654229034645e+04	6.50870852161430e+01	-1.35536076634349e+01
6.60693448007586e+04	6.50758818157126e+01	-1.38573120771894e+01
6.76082975391971e+04	6.50641813095661e+01	-1.41672732270823e+01
6.91830970918925e+04	6.50519630678917e+01	-1.44835830966237e+01
7.07945784384127e+04	6.50392057340036e+01	-1.48063324996317e+01
7.24435960074979e+04	6.50258872096071e+01	-1.51356108727515e+01
7.41310241300906e+04	6.50119846405683e+01	-1.54715060555348e+01
7.58577575029172e+04	6.49974744070793e+01	-1.58141040647547e+01
7.76247116628679e+04	6.49823321102536e+01	-1.61634888483917e+01
7.94328234724269e+04	6.49665325622766e+01	-1.65197420313686e+01
8.12830516164086e+04	6.49500497801535e+01	-1.68829426534343e+01
8.31763771102658e+04	6.49328569756965e+01	-1.72531668845876e+01
8.51138038202363e+04	6.49149265524052e+01	-1.76304877382667e+01
8.70963589956067e+04	6.48962301011333e+01	-1.80149747664613e+01
8.91250938133731e+04	6.48767383998228e+01	-1.84066937470851e+01
9.12010839355895e+04	6.48564214133450e+01	-1.88057063553471e+01
9.33254300796976e+04	6.48352482984104e+01	-1.92120698296955e+01
9.54992586021420e+04	6.48131874084440e+01	-1.96258366214100e+01
9.77237220955795e+04	6.47902063038504e+01	-2.00470540400263e+01
1.00000000000000e+05	6.47662717643085e+01	-2.04757638875967e+01
