Freq.	Vvo)
9.77237220955798e+03	-9.24938360776755e+01	-1.11499014648453e+02
9.99999999999987e+03	-9.23247745057242e+01	-1.10963911772307e+02
1.02329299228074e+04	-9.21544565161772e+01	-1.10435191133996e+02
1.04712854805089e+04	-9.19829177438536e+01	-1.09912846818069e+02
1.07151930523759e+04	-9.18101937658762e+01	-1.09396852418451e+02
1.09647819614317e+04	-9.16363196448605e+01	-1.08887168474086e+02
1.12201845430195e+04	-9.14613292820368e+01	-1.08383755907360e+02
1.14815362149687e+04	-9.12852559119860e+01	-1.07886565371402e+02
1.17489755493951e+04	-9.11081318328569e+01	-1.07395543024072e+02
1.20226443461740e+04	-9.09299885907144e+01	-1.06910626046243e+02
1.23026877081237e+04	-9.07508571809492e+01	-1.06431736314563e+02
1.25892541179415e+04	-9.05707670459334e+01	-1.05958806551666e+02
1.28824955169312e+04	-9.03897471253413e+01	-1.05491753113248e+02
1.31825673855639e+04	-9.02078253750608e+01	-1.05030488124479e+02
1.34896288259164e+04	-9.00250286698193e+01	-1.04574922946860e+02
1.38038426460287e+04	-8.98413831424460e+01	-1.04124957679706e+02
1.41253754462274e+04	-8.96569137866610e+01	-1.03680493623961e+02
1.44543977074591e+04	-8.94716448153156e+01	-1.03241421465811e+02
1.47910838816819e+04	-8.92855992122731e+01	-1.02807637455864e+02
1.51356124843619e+04	-8.90987990363476e+01	-1.02379033283553e+02
1.54881661891246e+04	-8.89112656779439e+01	-1.01955485150477e+02
1.58489319246109e+04	-8.87230191287407e+01	-1.01536883919427e+02
1.62181009735891e+04	-8.85340787190562e+01	-1.01123104817168e+02
1.65958690743754e+04	-8.83444626824883e+01	-1.00714026544578e+02
1.69824365246172e+04	-8.81541883262105e+01	-1.00309523421854e+02
1.73780082874935e+04	-8.79632719405909e+01	-9.99094718490078e+01
1.77827941003890e+04	-8.77717288597586e+01	-9.95137472641564e+01
1.81970085860996e+04	-8.75795736319565e+01	-9.91222136853100e+01
1.86208713666284e+04	-8.73868196927949e+01	-9.87347444936735e+01
1.90546071796322e+04	-8.71934795779213e+01	-9.83512107948625e+01
1.94984459975802e+04	-8.69995649387115e+01	-9.79714800325954e+01
1.99526231496885e+04	-8.68050864706318e+01	-9.75954222540433e+01
2.04173794466950e+04	-8.66100540162022e+01	-9.72229014640014e+01
2.08929613085401e+04	-8.64144764374369e+01	-9.68537892783075e+01
2.13796208950220e+04	-8.62183617480969e+01	-9.64879523344724e+01
2.18776162394952e+04	-8.60217170587829e+01	-9.61252593124106e+01
2.23872113856831e+04	-8.58245486024242e+01	-9.57655769172559e+01
2.29086765276774e+04	-8.56268617143610e+01	-9.54087800558004e+01
2.34422881531989e+04	-8.54286608936216e+01	-9.50547343942669e+01
2.39883291901946e+04	-8.52299497526332e+01	-9.47033126671313e+01
2.45470891568500e+04	-8.50307310595039e+01	-9.43543872325438e+01
2.51188643150954e+04	-8.48310067235019e+01	-9.40078314650295e+01
2.57039578276883e+04	-8.46307778092787e+01	-9.36635204812068e+01
2.63026799189534e+04	-8.44300445444330e+01	-9.33213310366886e+01
2.69153480392688e+04	-8.42288063329508e+01	-9.29811431827118e+01
2.75422870333813e+04	-8.40270617320907e+01	-9.26428357626154e+01
2.81838293126441e+04	-8.38248084735768e+01	-9.23062909451673e+01
2.88403150312656e+04	-8.36220435185979e+01	-9.19713969635156e+01
2.95120922666634e+04	-8.34187629432839e+01	-9.16380380372723e+01
3.01995172040197e+04	-8.32149620661903e+01	-9.13061053469683e+01
3.09029543251354e+04	-8.30106353816894e+01	-9.09754911418978e+01
3.16227766016833e+04	-8.28057766118545e+01	-9.06460926398850e+01
3.23593656929623e+04	-8.26003786498137e+01	-9.03178072986055e+01
3.31131121482586e+04	-8.23944336437205e+01	-8.99905388462575e+01
3.38844156139197e+04	-8.21879329649736e+01	-8.96641939451846e+01
3.46736850452526e+04	-8.19808671651058e+01	-8.93386807802425e+01
3.54813389233570e+04	-8.17732261255395e+01	-8.90139159051817e+01
3.63078054770096e+04	-8.15649989117210e+01	-8.86898169155576e+01
3.71535229097167e+04	-8.13561738404434e+01	-8.83663056200908e+01
3.80189396320555e+04	-8.11467385736954e+01	-8.80433115123552e+01
3.89045144994275e+04	-8.09366799983592e+01	-8.77207666160184e+01
3.98107170553491e+04	-8.07259843545694e+01	-8.73986099765353e+01
4.07380277804107e+04	-8.05146371461949e+01	-8.70767844404582e+01
4.16869383470329e+04	-8.03026232356944e+01	-8.67552391860094e+01
4.26579518801586e+04	-8.00899268976790e+01	-8.64339312080672e+01
4.36515832240159e+04	-7.98765317433650e+01	-8.61128222642488e+01
4.46683592150956e+04	-7.96624207813784e+01	-8.57918806676177e+01
4.57088189614868e+04	-7.94475764762740e+01	-8.54710819865565e+01
4.67735141287191e+04	-7.92319807949068e+01	-8.51504101118706e+01
4.78630092322631e+04	-7.90156151780454e+01	-8.48298553877746e+01
4.89778819368439e+04	-7.87984606216796e+01	-8.45094166474637e+01
5.01187233627264e+04	-7.85804977197231e+01	-8.41891008237633e+01
5.12861383991357e+04	-7.83617066554124e+01	-8.38689226160885e+01
5.24807460249764e+04	-7.81420673554774e+01	-8.35489067874069e+01
5.37031796370244e+04	-7.79215594724595e+01	-8.32290870120796e+01
5.49540873857616e+04	-7.77001624139545e+01	-8.29095054120663e+01
5.62341325190340e+04	-7.74778554355698e+01	-8.25902137695265e+01
5.75439937337148e+04	-7.72546178230576e+01	-8.22712758075639e+01
5.88843655355580e+04	-7.70304287188788e+01	-8.19527628062230e+01
6.02559586074348e+04	-7.68052674334976e+01	-8.16347583452472e+01
6.16595001861472e+04	-7.65791134246163e+01	-8.13173564532847e+01
6.30957344480183e+04	-7.63519463092416e+01	-8.10006606888112e+01
6.45654229034645e+04	-7.61237461204532e+01	-8.06847871968655e+01
6.60693448007586e+04	-7.58944932821887e+01	-8.03698626798422e+01
6.76082975391971e+04	-7.56641686757836e+01	-8.00560241826577e+01
6.91830970918925e+04	-7.54327539366813e+01	-7.97434220727079e+01
7.07945784384127e+04	-7.52002313229800e+01	-7.94322164586847e+01
7.24435960074979e+04	-7.49665839817455e+01	-7.91225795839668e+01
7.41310241300906e+04	-7.47317959475351e+01	-7.88146939719152e+01
7.58577575029172e+04	-7.44958524465513e+01	-7.85087551021131e+01
7.76247116628679e+04	-7.42587397859372e+01	-7.82049679637222e+01
7.94328234724269e+04	-7.40204456268375e+01	-7.79035490067229e+01
8.12830516164086e+04	-7.37809589878554e+01	-7.76047243376848e+01
8.31763771102658e+04	-7.35402705216563e+01	-7.73087312775768e+01
8.51138038202363e+04	-7.32983725856368e+01	-7.70158173194314e+01
8.70963589956067e+04	-7.30552591649100e+01	-7.67262373941108e+01
8.91250938133731e+04	-7.28109263397576e+01	-7.64402573296496e+01
9.12010839355895e+04	-7.25653721016150e+01	-7.61581498470372e+01
9.33254300796976e+04	-7.23185966159866e+01	-7.58801956443603e+01
9.54992586021420e+04	-7.20706022082884e+01	-7.56066813609159e+01
9.77237220955795e+04	-7.18213937476304e+01	-7.53379016252935e+01
1.00000000000000e+05	-7.15709783235646e+01	-7.50741540248389e+01
