Freq.	V(n002)
9.27088629754066e+04	(-9.29699621973248e-06dB,-8.34379168608462e-02°)
9.48683298050503e+04	(-9.73105613794269e-06dB,-8.53814327696966e-02°)
9.70780970788873e+04	(-1.01855726224028e-05dB,-8.73702187761723e-02°)
9.93393364447762e+04	(-1.06615097561775e-05dB,-8.94053293417582e-02°)
1.01653246841760e+05	(-1.11598770618653e-05dB,-9.14878434884617e-02°)
1.04021055135758e+05	(-1.16817316366602e-05dB,-9.36188653708269e-02°)
1.06444016770071e+05	(-1.22281803886721e-05dB,-9.57995248612660e-02°)
1.08923416431029e+05	(-1.28003824034352e-05dB,-9.80309781490206e-02°)
1.11460568729150e+05	(-1.33995513904609e-05dB,-1.00314408353068e-01°)
1.14056818896167e+05	(-1.40269582503362e-05dB,-1.02651026149295e-01°)
1.16713543498283e+05	(-1.46839337903351e-05dB,-1.05042070412281e-01°)
1.19432151166048e+05	(-1.53718715239314e-05dB,-1.07488808872011e-01°)
1.22214083341232e+05	(-1.60922306487205e-05dB,-1.09992538785887e-01°)
1.25060815041099e+05	(-1.68465391236734e-05dB,-1.12554587626381e-01°)
1.27973855640476e+05	(-1.76363969238350e-05dB,-1.15176313784693e-01°)
1.30954749672048e+05	(-1.84634794213595e-05dB,-1.17859107290795e-01°)
1.34005077645287e+05	(-1.93295409459191e-05dB,-1.20604390550235e-01°)
1.37126456884461e+05	(-2.02364185080964e-05dB,-1.23413619098083e-01°)
1.40320542386158e+05	(-2.11860356886515e-05dB,-1.26288282370445e-01°)
1.43589027696790e+05	(-2.21804067274193e-05dB,-1.29229904493913e-01°)
1.46933645810532e+05	(-2.32216407838706e-05dB,-1.32240045093409e-01°)
1.50356170088180e+05	(-2.43119464233413e-05dB,-1.35320300118816e-01°)
1.53858415197408e+05	(-2.54536362893950e-05dB,-1.38472302690861e-01°)
1.57442238074930e+05	(-2.66491320201784e-05dB,-1.41697723966671e-01°)
1.61109538911074e+05	(-2.79009693769493e-05dB,-1.44998274025481e-01°)
1.64862262157285e+05	(-2.92118036233534e-05dB,-1.48375702774949e-01°)
1.68702397557103e+05	(-3.05844151631648e-05dB,-1.51831800878565e-01°)
1.72631981201145e+05	(-3.20217154249218e-05dB,-1.55368400704629e-01°)
1.76653096606674e+05	(-3.35267530503559e-05dB,-1.58987377297324e-01°)
1.80767875822305e+05	(-3.51027203547939e-05dB,-1.62690649370371e-01°)
1.84978500558442e+05	(-3.67529600990732e-05dB,-1.66480180323806e-01°)
1.89287203344056e+05	(-3.84809725720107e-05dB,-1.70357979284404e-01°)
1.93696268710394e+05	(-4.02904230297155e-05dB,-1.74326102170321e-01°)
1.98208034402276e+05	(-4.21851494502839e-05dB,-1.78386652780483e-01°)
2.02824892617592e+05	(-4.41691706906717e-05dB,-1.82541783909322e-01°)
2.07549291275678e+05	(-4.62466949984947e-05dB,-1.86793698487439e-01°)
2.12383735315239e+05	(-4.84221289453037e-05dB,-1.91144650748791e-01°)
2.17330788022494e+05	(-5.07000867707313e-05dB,-1.95596947425019e-01°)
2.22393072390272e+05	(-5.30854001558388e-05dB,-2.00152948967551e-01°)
2.27573272508752e+05	(-5.55831284970318e-05dB,-2.04815070798120e-01°)
2.32874134988605e+05	(-5.81985696053347e-05dB,-2.09585784588346e-01°)
2.38298470417281e+05	(-6.09372709708595e-05dB,-2.14467619569073e-01°)
2.43849154849227e+05	(-6.38050415037609e-05dB,-2.19463163870137e-01°)
2.49529131330798e+05	(-6.68079638674076e-05dB,-2.24575065891273e-01°)
2.55341411460710e+05	(-6.99524073758152e-05dB,-2.29806035704877e-01°)
2.61289076986821e+05	(-7.32450415006775e-05dB,-2.35158846491373e-01°)
2.67375281440120e+05	(-7.66928500169389e-05dB,-2.40636336007920e-01°)
2.73603251806769e+05	(-8.03031458081388e-05dB,-2.46241408091244e-01°)
2.79976290239094e+05	(-8.40835863816893e-05dB,-2.51977034195381e-01°)
2.86497775806427e+05	(-8.80421901027839e-05dB,-2.57846254965127e-01°)
2.93171166286739e+05	(-9.21873532038519e-05dB,-2.63852181846036e-01°)
2.99999999999996e+05	(-9.65278675801874e-05dB,-2.69997998731794e-01°)
3.06987897684222e+05	(-1.01072939449889e-04dB,-2.76286963649842e-01°)
3.14138564415266e+05	(-1.05832208858849e-04dB,-2.82722410486122e-01°)
3.21455791571278e+05	(-1.10815770134003e-04dB,-2.89307750749856e-01°)
3.28943458842951e+05	(-1.16034193286803e-04dB,-2.96046475379265e-01°)
3.36605536290585e+05	(-1.21498546426730e-04dB,-3.02942156589194e-01°)
3.44446086449060e+05	(-1.27220419225400e-04dB,-3.09998449761583e-01°)
3.52469266481854e+05	(-1.33211947501683e-04dB,-3.17219095379782e-01°)
3.60679330385219e+05	(-1.39485838948143e-04dB,-3.24607921007717e-01°)
3.69080631243710e+05	(-1.46055400073104e-04dB,-3.32168843314936e-01°)
3.77677623538245e+05	(-1.52934564425888e-04dB,-3.39905870148579e-01°)
3.86474865507935e+05	(-1.60137922125548e-04dB,-3.47823102653368e-01°)
3.95477021566917e+05	(-1.67680750810807e-04dB,-3.55924737440692e-01°)
4.04688864777491e+05	(-1.75579048018018e-04dB,-3.64215068807936e-01°)
4.14115279380860e+05	(-1.83849565109705e-04dB,-3.72698491009181e-01°)
4.23761263386821e+05	(-1.92509842781734e-04dB,-3.81379500578470e-01°)
4.33631931223772e+05	(-2.01578248257202e-04dB,-3.90262698706822e-01°)
4.43732516450456e+05	(-2.11074014220213e-04dB,-3.99352793674230e-01°)
4.54068374530856e+05	(-2.21017279594735e-04dB,-4.08654603337900e-01°)
4.64644985673738e+05	(-2.31429132226553e-04dB,-4.18173057677998e-01°)
4.75467957738328e+05	(-2.42331653605369e-04dB,-4.27913201402231e-01°)
4.86543029207672e+05	(-2.53747965648423e-04dB,-4.37880196610576e-01°)
4.97876072231261e+05	(-2.65702279737710e-04dB,-4.48079325521546e-01°)
5.09473095738516e+05	(-2.78219948025423e-04dB,-4.58515993261369e-01°)
5.21340248624805e+05	(-2.91327517174661e-04dB,-4.69195730717512e-01°)
5.33483823011669e+05	(-3.05052784626268e-04dB,-4.80124197458007e-01°)
5.45910257582987e+05	(-3.19424857513542e-04dB,-4.91307184718049e-01°)
5.58626140998852e+05	(-3.34474214352365e-04dB,-5.02750618455404e-01°)
5.71638215388966e+05	(-3.50232769633384e-04dB,-5.14460562476157e-01°)
5.84953379927405e+05	(-3.66733941456368e-04dB,-5.26443221632386e-01°)
5.98578694490655e+05	(-3.84012722353675e-04dB,-5.38704945093376e-01°)
6.12521383400850e+05	(-4.02105753422781e-04dB,-5.51252229692012e-01°)
6.26788839256203e+05	(-4.21051401989123e-04dB,-5.64091723348042e-01°)
6.41388626850660e+05	(-4.40889842880707e-04dB,-5.77230228569907e-01°)
6.56328487184856e+05	(-4.61663143557999e-04dB,-5.90674706036897e-01°)
6.71616341570492e+05	(-4.83415353239474e-04dB,-6.04432278263414e-01°)
6.87260295830322e+05	(-5.06192596207601e-04dB,-6.18510233347148e-01°)
7.03268644595967e+05	(-5.30043169529308e-04dB,-6.32916028803038e-01°)
7.19649875705837e+05	(-5.55017645355563e-04dB,-6.47657295484881e-01°)
7.36412674705499e+05	(-5.81168978037143e-04dB,-6.62741841596544e-01°)
7.53565929452863e+05	(-6.08552616279245e-04dB,-6.78177656794712e-01°)
7.71118734830648e+05	(-6.37226620574079e-04dB,-6.93972916385188e-01°)
7.89080397568603e+05	(-6.67251786145853e-04dB,-7.10135985614766e-01°)
8.07460441178063e+05	(-6.98691771694746e-04dB,-7.26675424060768e-01°)
8.26268611001438e+05	(-7.31613234165799e-04dB,-7.43599990120333e-01°)
8.45514879379324e+05	(-7.66085969886440e-04dB,-7.60918645601617e-01°)
8.65209450937969e+05	(-8.02183062311376e-04dB,-7.78640560419082e-01°)
8.85362767999903e+05	(-8.39981036725595e-04dB,-7.96775117395104e-01°)
9.05985516120592e+05	(-8.79560022205257e-04dB,-8.15331917170144e-01°)
9.27088629754064e+05	(-9.21003921212631e-04dB,-8.34320783223790e-01°)
9.48683298050500e+05	(-9.64400587120405e-04dB,-8.53751767008994e-01°)
9.70780970788871e+05	(-1.00984201010749e-03dB,-8.73635153201879e-01°)
9.93393364447759e+05	(-1.05742451178480e-03dB,-8.93981465069517e-01°)
1.01653246841759e+06	(-1.10724894892600e-03dB,-9.14801469958115e-01°)
1.04021055135758e+06	(-1.15942092679935e-03dB,-9.36106184904090e-01°)
1.06444016770071e+06	(-1.21405102249728e-03dB,-9.57906882370545e-01°)
1.08923416431029e+06	(-1.27125501875858e-03dB,-9.80215096111674e-01°)
1.11460568729150e+06	(-1.33115414874318e-03dB,-1.00304262716769e+00°)
1.14056818896167e+06	(-1.39387535229767e-03dB,-1.02640154999286e+00°)
1.16713543498282e+06	(-1.45955154425919e-03dB,-1.05030421871933e+00°)
1.19432151166047e+06	(-1.52832189530182e-03dB,-1.07476327355931e+00°)
1.22214083341232e+06	(-1.60033212598718e-03dB,-1.09979164734841e+00°)
1.25060815041099e+06	(-1.67573481458031e-03dB,-1.12540257223283e+00°)
1.27973855640476e+06	(-1.75468971928021e-03dB,-1.15160958650303e+00°)
1.30954749672048e+06	(-1.83736411555859e-03dB,-1.17842654157683e+00°)
1.34005077645287e+06	(-1.92393314929243e-03dB,-1.20586760913449e+00°)
1.37126456884460e+06	(-2.01458020642114e-03dB,-1.23394728840879e+00°)
1.40320542386157e+06	(-2.10949729992072e-03dB,-1.26268041363274e+00°)
1.43589027696789e+06	(-2.20888547486433e-03dB,-1.29208216164780e+00°)
1.46933645810532e+06	(-2.31295523243025e-03dB,-1.32216805967546e+00°)
1.50356170088179e+06	(-2.42192697374951e-03dB,-1.35295399325488e+00°)
1.53858415197407e+06	(-2.53603146447695e-03dB,-1.38445621434953e+00°)
1.57442238074929e+06	(-2.65551032107801e-03dB,-1.41669134962559e+00°)
1.61109538911073e+06	(-2.78061651981068e-03dB,-1.44967640890481e+00°)
1.64862262157285e+06	(-2.91161492947743e-03dB,-1.48342879379473e+00°)
1.68702397557102e+06	(-3.04878286903018e-03dB,-1.51796630649893e+00°)
1.72631981201144e+06	(-3.19241069116312e-03dB,-1.55330715880996e+00°)
1.76653096606674e+06	(-3.34280239313238e-03dB,-1.58946998128773e+00°)
1.80767875822305e+06	(-3.50027625599774e-03dB,-1.62647383262585e+00°)
1.84978500558442e+06	(-3.66516551365417e-03dB,-1.66433820920860e+00°)
1.89287203344055e+06	(-3.83781905298533e-03dB,-1.70308305486082e+00°)
1.93696268710394e+06	(-4.01860214656397e-03dB,-1.74272877079336e+00°)
1.98208034402276e+06	(-4.20789721942156e-03dB,-1.78329622574616e+00°)
2.02824892617591e+06	(-4.40610465141221e-03dB,-1.82480676633131e+00°)
2.07549291275678e+06	(-4.61364361683336e-03dB,-1.86728222757817e+00°)
2.12383735315238e+06	(-4.83095296295704e-03dB,-1.91074494368243e+00°)
2.17330788022494e+06	(-5.05849212930783e-03dB,-1.95521775896096e+00°)
2.22393072390272e+06	(-5.29674210946308e-03dB,-2.00072403901406e+00°)
2.27573272508752e+06	(-5.54620645739016e-03dB,-2.04728768209664e+00°)
2.32874134988604e+06	(-5.80741234027402e-03dB,-2.09493313069949e+00°)
2.38298470417281e+06	(-6.08091163995858e-03dB,-2.14368538334171e+00°)
2.43849154849226e+06	(-6.36728210524260e-03dB,-2.19357000657510e+00°)
2.49529131330797e+06	(-6.66712855722075e-03dB,-2.24461314720102e+00°)
2.55341411460709e+06	(-6.98108415016229e-03dB,-2.29684154469990e+00°)
2.61289076986820e+06	(-7.30981169035643e-03dB,-2.35028254387330e+00°)
2.67375281440119e+06	(-7.65400501553833e-03dB,-2.40496410769812e+00°)
2.73603251806768e+06	(-8.01439043757955e-03dB,-2.46091483039201e+00°)
2.79976290239093e+06	(-8.39172825129860e-03dB,-2.51816395068877e+00°)
2.86497775806426e+06	(-8.78681431228283e-03dB,-2.57674136532206e+00°)
2.93171166286738e+06	(-9.20048168681088e-03dB,-2.63667764271496e+00°)
2.99999999999995e+06	(-9.63360237703486e-03dB,-2.69800403687298e+00°)
3.06987897684221e+06	(-1.00870891247262e-02dB,-2.76075250147674e+00°)
3.14138564415265e+06	(-1.05618972970618e-02dB,-2.82495570417070e+00°)
3.21455791571277e+06	(-1.10590268579906e-02dB,-2.89064704104301e+00°)
3.28943458842950e+06	(-1.15795244289257e-02dB,-2.95786065129110e+00°)
3.36605536290583e+06	(-1.21244854426197e-02dB,-3.02663143206690e+00°)
3.44446086449059e+06	(-1.26950563942593e-02dB,-3.09699505349444e+00°)
3.52469266481853e+06	(-1.32924371939084e-02dB,-3.16898797385184e+00°)
3.60679330385218e+06	(-1.39178836246911e-02dB,-3.24264745490875e+00°)
3.69080631243708e+06	(-1.45727099111453e-02dB,-3.31801157740894e+00°)
3.77677623538244e+06	(-1.52582914024421e-02dB,-3.39511925668694e+00°)
3.86474865507934e+06	(-1.59760673752834e-02dB,-3.47401025840600e+00°)
3.95477021566915e+06	(-1.67275439614819e-02dB,-3.55472521440366e+00°)
4.04688864777489e+06	(-1.75142972053881e-02dB,-3.63730563862946e+00°)
4.14115279380858e+06	(-1.83379762565053e-02dB,-3.72179394315794e+00°)
4.23761263386819e+06	(-1.92003067028773e-02dB,-3.80823345425848e+00°)
4.33631931223771e+06	(-2.01030940508792e-02dB,-3.89666842850143e+00°)
4.43732516450455e+06	(-2.10482273573849e-02dB,-3.98714406887861e+00°)
4.54068374530855e+06	(-2.20376830203386e-02dB,-4.07970654091356e+00°)
4.64644985673737e+06	(-2.30735287340378e-02dB,-4.17440298873535e+00°)
4.75467957738326e+06	(-2.41579276155404e-02dB,-4.27128155108711e+00°)
4.86543029207671e+06	(-2.52931425088547e-02dB,-4.37039137723783e+00°)
4.97876072231260e+06	(-2.64815404737137e-02dB,-4.47178264276380e+00°)
5.09473095738515e+06	(-2.77255974659155e-02dB,-4.57550656516270e+00°)
5.21340248624804e+06	(-2.90279032164049e-02dB,-4.68161541926066e+00°)
5.33483823011668e+06	(-3.03911663164042e-02dB,-4.79016255236930e+00°)
5.45910257582986e+06	(-3.18182195161029e-02dB,-4.90120239914639e+00°)
5.58626140998851e+06	(-3.33120252445032e-02dB,-5.01479049611006e+00°)
5.71638215388964e+06	(-3.48756813582131e-02dB,-5.13098349575264e+00°)
5.84953379927403e+06	(-3.65124271270906e-02dB,-5.24983918019627e+00°)
5.98578694490653e+06	(-3.82256494647378e-02dB,-5.37141647432786e+00°)
6.12521383400848e+06	(-4.00188894118970e-02dB,-5.49577545834658e+00°)
6.26788839256201e+06	(-4.18958488810125e-02dB,-5.62297737965195e+00°)
6.41388626850658e+06	(-4.38603976700752e-02dB,-5.75308466399576e+00°)
6.56328487184854e+06	(-4.59165807540394e-02dB,-5.88616092581538e+00°)
6.71616341570490e+06	(-4.80686258620314e-02dB,-6.02227097766029e+00°)
6.87260295830320e+06	(-5.03209513485234e-02dB,-6.16148083861782e+00°)
7.03268644595964e+06	(-5.26781743665747e-02dB,-6.30385774163736e+00°)
7.19649875705834e+06	(-5.51451193511342e-02dB,-6.44947013964603e+00°)
7.36412674705496e+06	(-5.77268268201806e-02dB,-6.59838771034135e+00°)
7.53565929452861e+06	(-6.04285625012864e-02dB,-6.75068135953938e+00°)
7.71118734830645e+06	(-6.32558267909236e-02dB,-6.90642322294887e+00°)
7.89080397568600e+06	(-6.62143645533963e-02dB,-7.06568666623408e+00°)
8.07460441178060e+06	(-6.93101752659746e-02dB,-7.22854628322018e+00°)
8.26268611001435e+06	(-7.25495235162001e-02dB,-7.39507789208676e+00°)
8.45514879379321e+06	(-7.59389498568179e-02dB,-7.56535852938554e+00°)
8.65209450937966e+06	(-7.94852820230489e-02dB,-7.73946644170892e+00°)
8.85362767999900e+06	(-8.31956465161676e-02dB,-7.91748107482645e+00°)
9.05985516120588e+06	(-8.70774805564371e-02dB,-8.09948306009582e+00°)
9.27088629754060e+06	(-9.11385444073913e-02dB,-8.28555419794471e+00°)
9.48683298050497e+06	(-9.53869340723633e-02dB,-8.47577743820938e+00°)
9.70780970788867e+06	(-9.98310943627842e-02dB,-8.67023685710431e+00°)
9.93393364447755e+06	(-1.04479832336353e-01dB,-8.86901763058671e+00°)
1.01653246841759e+07	(-1.09342331101554e-01dB,-9.07220600386795e+00°)
1.04021055135758e+07	(-1.14428163983146e-01dB,-9.27988925681272e+00°)
1.06444016770071e+07	(-1.19747309041313e-01dB,-9.49215566495507e+00°)
1.08923416431028e+07	(-1.25310163934866e-01dB,-9.70909445584926e+00°)
1.11460568729150e+07	(-1.31127561116534e-01dB,-9.93079576046162e+00°)
1.14056818896166e+07	(-1.37210783345703e-01dB,-1.01573505592987e+01°)
1.16713543498282e+07	(-1.43571579500970e-01dB,-1.03888506229559e+01°)
1.19432151166047e+07	(-1.50222180671840e-01dB,-1.06253884467606e+01°)
1.22214083341232e+07	(-1.57175316505348e-01dB,-1.08670571791730e+01°)
1.25060815041098e+07	(-1.64444231779653e-01dB,-1.11139505436002e+01°)
1.27973855640475e+07	(-1.72042703172697e-01dB,-1.13661627532690e+01°)
1.30954749672047e+07	(-1.79985056189594e-01dB,-1.16237884187962e+01°)
1.34005077645286e+07	(-1.88286182207780e-01dB,-1.18869224480904e+01°)
1.37126456884460e+07	(-1.96961555593986e-01dB,-1.21556599382116e+01°)
1.40320542386157e+07	(-2.06027250841704e-01dB,-1.24300960588157e+01°)
1.43589027696789e+07	(-2.15499959672226e-01dB,-1.27103259268076e+01°)
1.46933645810531e+07	(-2.25397008036255e-01dB,-1.29964444718288e+01°)
1.50356170088179e+07	(-2.35736372946775e-01dB,-1.32885462922096e+01°)
1.53858415197406e+07	(-2.46536699067192e-01dB,-1.35867255010222e+01°)
1.57442238074929e+07	(-2.57817314971706e-01dB,-1.38910755618827e+01°)
1.61109538911073e+07	(-2.69598248987648e-01dB,-1.42016891141614e+01°)
1.64862262157284e+07	(-2.81900244521825e-01dB,-1.45186577872816e+01°)
1.68702397557101e+07	(-2.94744774765124e-01dB,-1.48420720038067e+01°)
1.72631981201144e+07	(-3.08154056661552e-01dB,-1.51720207710440e+01°)
1.76653096606673e+07	(-3.22151064019596e-01dB,-1.55085914609261e+01°)
1.80767875822304e+07	(-3.36759539635459e-01dB,-1.58518695779686e+01°)
1.84978500558441e+07	(-3.52004006289245e-01dB,-1.62019385151469e+01°)
1.89287203344054e+07	(-3.67909776466776e-01dB,-1.65588792975857e+01°)
1.93696268710393e+07	(-3.84502960651324e-01dB,-1.69227703140143e+01°)
1.98208034402275e+07	(-4.01810474021478e-01dB,-1.72936870360037e+01°)
2.02824892617591e+07	(-4.19860041383421e-01dB,-1.76717017250761e+01°)
2.07549291275677e+07	(-4.38680200158514e-01dB,-1.80568831278577e+01°)
2.12383735315237e+07	(-4.58300301240164e-01dB,-1.84492961595369e+01°)
2.17330788022493e+07	(-4.78750507527773e-01dB,-1.88490015759847e+01°)
2.22393072390271e+07	(-5.00061789940232e-01dB,-1.92560556350034e+01°)
2.27573272508751e+07	(-5.22265920707105e-01dB,-1.96705097472841e+01°)
2.32874134988603e+07	(-5.45395463732523e-01dB,-2.00924101177771e+01°)
2.38298470417280e+07	(-5.69483761825186e-01dB,-2.05217973783104e+01°)
2.43849154849225e+07	(-5.94564920587700e-01dB,-2.09587062124324e+01°)
2.49529131330796e+07	(-6.20673788760271e-01dB,-2.14031649736030e+01°)
2.55341411460708e+07	(-6.47845934817433e-01dB,-2.18551952980073e+01°)
2.61289076986819e+07	(-6.76117619622665e-01dB,-2.23148117134295e+01°)
2.67375281440118e+07	(-7.05525764953986e-01dB,-2.27820212457856e+01°)
2.73603251806768e+07	(-7.36107917724891e-01dB,-2.32568230250820e+01°)
2.79976290239092e+07	(-7.67902209738901e-01dB,-2.37392078927322e+01°)
2.86497775806425e+07	(-8.00947312832947e-01dB,-2.42291580123362e+01°)
2.93171166286737e+07	(-8.35282389285036e-01dB,-2.47266464861867e+01°)
2.99999999999994e+07	(-8.70947037385077e-01dB,-2.52316369799301e+01°)
3.06987897684220e+07	(-9.07981232094585e-01dB,-2.57440833579606e+01°)
3.14138564415264e+07	(-9.46425260751270e-01dB,-2.62639293322686e+01°)
3.21455791571275e+07	(-9.86319653808245e-01dB,-2.67911081275918e+01°)
3.28943458842949e+07	(-1.02770511063453e+00dB,-2.73255421658304e+01°)
3.36605536290582e+07	(-1.07062242044398e+00dB,-2.78671427727789e+01°)
3.44446086449058e+07	(-1.11511237846293e+00dB,-2.84158099102964e+01°)
3.52469266481852e+07	(-1.16121569749294e+00dB,-2.89714319370793e+01°)
3.60679330385217e+07	(-1.20897291507370e+00dB,-2.95338854012114e+01°)
3.69080631243707e+07	(-1.25842429650129e+00dB,-3.01030348676496e+01°)
3.77677623538243e+07	(-1.30960973400926e+00dB,-3.06787327837426e+01°)
3.86474865507932e+07	(-1.36256864247269e+00dB,-3.12608193857891e+01°)
3.95477021566914e+07	(-1.41733985204839e+00dB,-3.18491226495060e+01°)
4.04688864777488e+07	(-1.47396149821711e+00dB,-3.24434582870992e+01°)
4.14115279380857e+07	(-1.53247090974464e+00dB,-3.30436297934112e+01°)
4.23761263386817e+07	(-1.59290449512800e+00dB,-3.36494285433564e+01°)
4.33631931223769e+07	(-1.65529762813876e+00dB,-3.42606339425457e+01°)
4.43732516450453e+07	(-1.71968453311768e+00dB,-3.48770136326581e+01°)
4.54068374530853e+07	(-1.78609817071208e+00dB,-3.54983237527257e+01°)
4.64644985673735e+07	(-1.85457012477891e+00dB,-3.61243092570759e+01°)
4.75467957738324e+07	(-1.92513049120129e+00dB,-3.67547042902154e+01°)
4.86543029207669e+07	(-1.99780776938379e+00dB,-3.73892326184587e+01°)
4.97876072231258e+07	(-2.07262875720134e+00dB,-3.80276081175910e+01°)
5.09473095738513e+07	(-2.14961845017739e+00dB,-3.86695353153389e+01°)
5.21340248624802e+07	(-2.22879994565831e+00dB,-3.93147099868824e+01°)
5.33483823011666e+07	(-2.31019435273378e+00dB,-3.99628198011156e+01°)
5.45910257582984e+07	(-2.39382070862512e+00dB,-4.06135450148334e+01°)
5.58626140998849e+07	(-2.47969590222662e+00dB,-4.12665592115108e+01°)
5.71638215388962e+07	(-2.56783460543899e+00dB,-4.19215300808580e+01°)
5.84953379927401e+07	(-2.65824921287832e+00dB,-4.25781202348761e+01°)
5.98578694490651e+07	(-2.75094979048070e+00dB,-4.32359880557252e+01°)
6.12521383400846e+07	(-2.84594403345135e+00dB,-4.38947885703523e+01°)
6.26788839256199e+07	(-2.94323723392919e+00dB,-4.45541743465088e+01°)
6.41388626850656e+07	(-3.04283225865445e+00dB,-4.52137964045397e+01°)
6.56328487184852e+07	(-3.14472953683904e+00dB,-4.58733051391370e+01°)
6.71616341570488e+07	(-3.24892705834847e+00dB,-4.65323512451301e+01°)
6.87260295830317e+07	(-3.35542038221188e+00dB,-4.71905866413385e+01°)
7.03268644595962e+07	(-3.46420265538350e+00dB,-4.78476653865364e+01°)
7.19649875705832e+07	(-3.57526464158760e+00dB,-4.85032445816699e+01°)
7.36412674705493e+07	(-3.68859475998989e+00dB,-4.91569852526353e+01°)
7.53565929452858e+07	(-3.80417913335296e+00dB,-4.98085532081543e+01°)
7.71118734830643e+07	(-3.92200164525391e+00dB,-5.04576198675752e+01°)
7.89080397568598e+07	(-4.04204400586802e+00dB,-5.11038630537768e+01°)
8.07460441178057e+07	(-4.16428582575656e+00dB,-5.17469677467518e+01°)
8.26268611001432e+07	(-4.28870469703811e+00dB,-5.23866267938854e+01°)
8.45514879379318e+07	(-4.41527628127361e+00dB,-5.30225415734229e+01°)
8.65209450937963e+07	(-4.54397440335486e+00dB,-5.36544226081237e+01°)
8.85362767999897e+07	(-4.67477115065558e+00dB,-5.42819901266183e+01°)
9.05985516120585e+07	(-4.80763697668301e+00dB,-5.49049745705193e+01°)
9.27088629754057e+07	(-4.94254080845621e+00dB,-5.55231170458677e+01°)
9.48683298050493e+07	(-5.07945015683518e+00dB,-5.61361697180275e+01°)
9.70780970788864e+07	(-5.21833122903102e+00dB,-5.67438961496501e+01°)
9.93393364447752e+07	(-5.35914904254232e+00dB,-5.73460715818275e+01°)
1.00000000000000e+08	(-5.40004085164965e+00dB,-5.75183631499099e+01°)
