Freq.	V(n012)
1.90546071796330e+07	(-1.22215621310487e+02dB,-5.94672581781309e+01°)
1.99526231496893e+07	(-1.23618481664561e+02dB,-6.69508754559408e+01°)
2.08929613085409e+07	(-1.24994088183968e+02dB,-7.41665804318677e+01°)
2.18776162394961e+07	(-1.26350539195676e+02dB,-8.11126538289206e+01°)
2.29086765276783e+07	(-1.27695027958668e+02dB,-8.77963804479018e+01°)
2.39883291901955e+07	(-1.29033697890907e+02dB,-9.42311949074084e+01°)
2.51188643150965e+07	(-1.30371633246706e+02dB,-1.00434234802145e+02°)
2.63026799189545e+07	(-1.31712933568373e+02dB,-1.06424430811798e+02°)
2.75422870333824e+07	(-1.33060830467429e+02dB,-1.12221126380775e+02°)
2.88403150312668e+07	(-1.34417818136308e+02dB,-1.17843150235432e+02°)
3.01995172040210e+07	(-1.35785780299813e+02dB,-1.23308242532501e+02°)
3.16227766016846e+07	(-1.37166104663353e+02dB,-1.28632739260693e+02°)
3.31131121482600e+07	(-1.38559781366695e+02dB,-1.33831434844657e+02°)
3.46736850452541e+07	(-1.39967485143298e+02dB,-1.38917560995003e+02°)
3.63078054770111e+07	(-1.41389642527625e+02dB,-1.43902836453585e+02°)
3.80189396320572e+07	(-1.42826486130390e+02dB,-1.48797555834459e+02°)
3.98107170553508e+07	(-1.44278098130928e+02dB,-1.53610696089544e+02°)
4.16869383470347e+07	(-1.45744444985104e+02dB,-1.58350026659955e+02°)
4.36515832240178e+07	(-1.47225405078133e+02dB,-1.63022214702231e+02°)
4.57088189614888e+07	(-1.48720790754336e+02dB,-1.67632920464544e+02°)
4.78630092322652e+07	(-1.50230365875823e+02dB,-1.72186880403286e+02°)
5.01187233627286e+07	(-1.51753859819587e+02dB,-1.76687977324398e+02°)
5.24807460249787e+07	(-1.53290978623169e+02dB,1.78860702030908e+02°)
5.49540873857640e+07	(-1.54841413831782e+02dB,1.74456820780179e+02°)
5.75439937337173e+07	(-1.56404849480023e+02dB,1.70098755399288e+02°)
6.02559586074375e+07	(-1.57980967553510e+02dB,1.65785566927929e+02°)
6.30957344480211e+07	(-1.59569452214911e+02dB,1.61516977684349e+02°)
6.60693448007615e+07	(-1.61169993039511e+02dB,1.57293351187140e+02°)
6.91830970918956e+07	(-1.62782287483856e+02dB,1.53115672960493e+02°)
7.24435960075011e+07	(-1.64406042803207e+02dB,1.48985529947366e+02°)
7.58577575029205e+07	(-1.66040977636557e+02dB,1.44905086379955e+02°)
7.94328234724304e+07	(-1.67686823489073e+02dB,1.40877054151014e+02°)
8.31763771102695e+07	(-1.69343326358856e+02dB,1.36904656000403e+02°)
8.70963589956106e+07	(-1.71010248776219e+02dB,1.32991580172738e+02°)
9.12010839355936e+07	(-1.72687372547889e+02dB,1.29141925607480e+02°)
9.54992586021463e+07	(-1.74374502525325e+02dB,1.25360137183872e+02°)
1.00000000000000e+08	(-1.76071471745878e+02dB,1.21650931042102e+02°)
